Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2019/2020,2020-07-19 17:30:00,SP1,Spain,La Liga Primera Division,,Valladolid,Betis,2,0,H,1,0,H,2.65,3.32,2.82,2.62,3.3,2.62,,,,2.6,3.25,2.65
2019/2020,2020-07-19 17:30:00,SP1,Spain,La Liga Primera Division,,Villarreal,Eibar,4,0,H,0,0,D,,,,1.53,4.0,6.0,,,,1.5,4.2,6.0
2019/2020,2020-07-19 16:00:00,E0,England,Premier League,A Taylor,Tottenham,Leicester,3,0,H,3,0,H,2.33,3.53,3.15,2.25,3.3,3.25,,,,2.35,3.3,3.1
2019/2020,2020-07-19 16:00:00,SP1,Spain,La Liga Primera Division,,Alaves,Barcelona,0,5,A,0,3,A,,,,5.5,4.33,1.53,,,,6.0,4.25,1.5
2019/2020,2020-07-19 15:00:00,E1,England,Championship,S Duncan,Barnsley,Nott'm Forest,1,0,H,0,0,D,2.66,3.32,2.76,2.62,3.4,2.62,,,,2.7,3.3,2.55
2019/2020,2020-07-19 14:00:00,E1,England,Championship,O Langford,Derby,Leeds,1,3,A,0,0,D,4.32,3.91,1.81,4.5,3.8,1.75,,,,4.33,3.8,1.75
2019/2020,2020-07-19 14:00:00,E0,England,Premier League,C Pawson,Bournemouth,Southampton,0,2,A,0,1,A,2.43,3.78,2.82,2.4,3.6,2.8,,,,2.3,3.7,2.9
2019/2020,2020-07-18 21:15:00,P1,Portugal,Liga I,,Famalicao,Boavista,2,2,D,2,0,H,1.56,4.02,6.65,1.53,4.0,6.0,,,,1.53,4.0,6.0
2019/2020,2020-07-18 20:45:00,I1,Italy,Serie A,,Milan,Bologna,5,1,H,2,1,H,1.53,4.54,6.15,1.5,4.5,5.75,,,,1.53,4.4,5.75
2019/2020,2020-07-18 19:00:00,T1,Turkey,Futbol Ligi 1,,Galatasaray,Goztep,3,1,H,0,0,D,1.45,4.82,6.83,1.4,4.75,7.0,,,,1.45,4.5,6.25
2019/2020,2020-07-18 19:00:00,P1,Portugal,Liga I,,Rio Ave,Santa Clara,2,2,D,1,1,D,1.52,4.18,7.01,1.53,4.0,6.0,,,,1.53,4.0,6.0
2019/2020,2020-07-18 19:00:00,T1,Turkey,Futbol Ligi 1,,Gaziantep,Kasimpasa,2,2,D,1,2,A,2.6,3.81,2.54,2.8,3.5,2.37,,,,2.6,3.7,2.4
2019/2020,2020-07-18 18:30:00,I1,Italy,Serie A,,Cagliari,Sassuolo,1,1,D,0,1,A,3.21,3.92,2.14,3.25,3.75,2.1,,,,3.25,3.7,2.1
2019/2020,2020-07-18 17:30:00,E0,England,Premier League,K Friend,Norwich,Burnley,0,2,A,0,1,A,3.4,3.43,2.25,3.2,3.4,2.25,,,,3.4,3.3,2.2
2019/2020,2020-07-18 17:15:00,G1,Greece,Ethniki Katigoria,,Larisa,Xanthi,0,0,D,0,0,D,,,,2.87,3.2,2.2,,,,3.0,3.25,2.3
2019/2020,2020-07-18 17:15:00,G1,Greece,Ethniki Katigoria,,Asteras Tripolis,Lamia,1,1,D,1,0,H,,,,1.5,3.9,5.25,,,,1.53,3.7,5.25
2019/2020,2020-07-18 17:15:00,G1,Greece,Ethniki Katigoria,,Atromitos,Panionios,0,0,D,0,0,D,,,,3.2,3.3,2.0,,,,3.3,3.3,2.1
2019/2020,2020-07-18 16:15:00,I1,Italy,Serie A,,Verona,Atalanta,1,1,D,0,0,D,6.94,5.31,1.42,6.5,5.25,1.4,,,,7.25,5.0,1.4
2019/2020,2020-07-18 15:00:00,E1,England,Championship,D Bond,Swansea,Bristol City,1,0,H,1,0,H,1.91,3.68,4.13,1.9,3.7,3.9,,,,1.95,3.6,3.6
2019/2020,2020-07-18 15:00:00,E1,England,Championship,D England,Fulham,Sheffield Weds,5,3,H,3,0,H,1.95,3.36,4.41,1.9,3.4,4.33,,,,1.87,3.4,4.2
2019/2020,2020-07-18 15:00:00,E1,England,Championship,R Jones,Hull,Luton,0,1,A,0,0,D,2.6,3.56,2.68,2.5,3.6,2.62,,,,2.6,3.5,2.5
2019/2020,2020-07-18 15:00:00,E1,England,Championship,J Simpson,Middlesbrough,Cardiff,1,3,A,0,1,A,2.85,3.17,2.68,2.8,3.2,2.62,,,,2.65,3.0,2.75
2019/2020,2020-07-18 15:00:00,E1,England,Championship,S Martin,Preston,Birmingham,2,0,H,1,0,H,2.04,3.3,4.08,1.95,3.4,4.0,,,,1.95,3.4,3.8
2019/2020,2020-07-18 15:00:00,E1,England,Championship,J Linington,QPR,Millwall,4,3,H,1,0,H,3.73,3.46,2.08,3.6,3.6,2.05,,,,3.4,3.3,2.1
2019/2020,2020-07-18 15:00:00,E1,England,Championship,T Robinson,Blackburn,Reading,4,3,H,2,1,H,2.12,3.37,3.68,2.05,3.4,3.6,,,,2.15,3.2,3.4
2019/2020,2020-07-18 12:30:00,E1,England,Championship,G Ward,Charlton,Wigan,2,2,D,1,2,A,3.97,3.4,2.03,4.0,3.4,1.95,,,,3.5,3.4,2.05
2019/2020,2020-07-18 12:30:00,E1,England,Championship,G Eltringham,Stoke,Brentford,1,0,H,1,0,H,4.95,4.18,1.67,5.0,4.0,1.66,,,,4.4,4.1,1.67
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Numancia,3,0,H,0,0,D,1.57,3.75,7.23,1.57,3.6,6.5,,,,1.57,3.7,6.25
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Tenerife,Lugo,1,2,A,0,0,D,1.71,3.55,5.7,1.66,3.5,5.5,,,,1.75,3.3,5.0
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Cittadella,Ascoli,1,2,A,0,0,D,1.9,3.43,4.51,1.85,3.4,4.33,,,,1.87,3.3,4.33
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Spezia,Venezia,0,1,A,0,1,A,1.72,3.41,6.02,1.66,3.4,5.75,,,,1.65,3.5,5.75
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Pisa,Trapani,3,2,H,1,0,H,2.56,3.23,2.95,2.5,3.1,2.9,,,,2.45,3.0,3.0
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Crotone,Salernitana,1,1,D,0,0,D,1.78,3.45,5.34,1.72,3.4,5.25,,,,1.75,3.3,5.0
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Empoli,Virtus Entella,2,4,A,2,1,H,1.94,3.42,4.36,1.9,3.3,4.33,,,,1.91,3.25,4.2
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Vallecano,Las Palmas,2,2,D,1,1,D,1.58,3.72,7.07,1.6,3.5,6.5,,,,1.6,3.6,6.0
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Oviedo,Santander,1,0,H,1,0,H,1.45,4.12,9.15,1.4,4.0,9.0,,,,,,
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Juve Stabia,Chievo,3,2,H,0,1,A,3.76,3.2,2.17,3.5,3.3,2.1,,,,3.5,3.1,2.15
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Girona,Cadiz,2,1,H,1,0,H,1.53,3.58,7.63,1.55,3.6,7.0,,,,1.55,3.5,7.0
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Extremadura UD,Sp Gijon,2,0,H,2,0,H,3.96,3.18,2.12,3.9,3.2,2.0,,,,,,
2019/2020,2020-07-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Albacete,Zaragoza,4,1,H,3,1,H,3.03,3.18,2.53,3.0,3.1,2.45,,,,3.1,3.1,2.35
2019/2020,2020-07-17 20:00:00,I2,Italy,Serie B,,Pordenone,Cosenza,1,2,A,0,2,A,2.11,3.23,3.92,2.05,3.2,3.8,,,,2.05,3.1,3.8
2019/2020,2020-07-17 17:30:00,E1,England,Championship,J Brooks,Huddersfield,West Brom,2,1,H,1,1,D,5.43,3.84,1.68,5.0,4.0,1.66,,,,4.75,3.7,1.7
2019/2020,2020-07-16 20:45:00,I1,Italy,Serie A,,Spal,Inter,0,4,A,0,1,A,9.26,5.69,1.33,8.5,5.0,1.33,,,,9.25,5.25,1.33
2019/2020,2020-07-16 20:15:00,E0,England,Premier League,A Marriner,Southampton,Brighton,1,1,D,0,1,A,2.2,3.37,3.59,2.15,3.3,3.5,,,,2.2,3.25,3.5
2019/2020,2020-07-16 20:15:00,E0,England,Premier League,G Scott,Crystal Palace,Man United,0,2,A,0,1,A,10.36,5.03,1.36,9.5,4.75,1.36,,,,9.25,4.75,1.36
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Leganes,0,2,A,0,0,D,1.82,3.51,5.04,1.8,3.4,4.75,,,,1.8,3.4,5.0
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Granada,1,2,A,1,1,D,2.06,3.59,3.74,2.05,3.4,3.5,,,,2.05,3.4,3.7
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Sevilla,0,0,D,0,0,D,2.4,3.52,3.01,2.37,3.3,2.9,,,,2.4,3.4,2.95
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Celta,Levante,2,3,A,2,2,D,1.6,4.5,5.32,1.61,4.0,5.25,,,,1.62,4.1,5.25
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Real Madrid,Villarreal,2,1,H,1,0,H,1.45,4.95,6.99,1.45,4.75,6.0,,,,1.44,4.75,6.75
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Espanol,1,0,H,1,0,H,1.53,4.34,6.63,1.53,4.0,6.0,,,,1.53,4.2,6.25
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Barcelona,Osasuna,1,2,A,0,1,A,1.15,8.28,19.76,1.14,8.0,17.0,,,,1.14,8.5,17.0
2019/2020,2020-07-16 20:00:00,SP1,Spain,La Liga Primera Division,,Betis,Alaves,1,2,A,0,0,D,2.39,3.32,3.19,2.3,3.3,3.1,,,,2.35,3.2,3.2
2019/2020,2020-07-16 18:30:00,I1,Italy,Serie A,,Torino,Genoa,3,0,H,1,0,H,2.26,3.34,3.43,2.1,3.5,3.4,,,,2.15,3.4,3.4
2019/2020,2020-07-16 18:00:00,E0,England,Premier League,A Taylor,Everton,Aston Villa,1,1,D,0,0,D,2.05,3.61,3.78,2.0,3.5,3.75,,,,1.95,3.6,3.8
2019/2020,2020-07-16 18:00:00,E0,England,Premier League,M Oliver,Leicester,Sheffield United,2,0,H,1,0,H,2.04,3.4,4.12,2.05,3.25,3.9,,,,1.95,3.4,4.1
2019/2020,2020-07-16 17:30:00,SP1,Spain,La Liga Primera Division,,Eibar,Valladolid,3,1,H,2,0,H,2.25,3.13,3.71,2.1,3.1,3.8,,,,2.15,3.1,3.5
2019/2020,2020-07-16 17:00:00,E1,England,Championship,J Gillett,Leeds,Barnsley,1,0,H,1,0,H,1.28,5.61,11.92,1.28,5.5,10.0,,,,1.33,5.0,8.75
2019/2020,2020-07-15 21:30:00,P1,Portugal,Liga I,,Porto,Sp Lisbon,2,0,H,0,0,D,1.79,3.71,4.74,1.7,3.6,5.0,,,,1.7,3.8,4.6
2019/2020,2020-07-15 20:45:00,I1,Italy,Serie A,,Sassuolo,Juventus,3,3,D,1,2,A,5.2,4.23,1.65,5.25,4.2,1.57,,,,5.0,4.25,1.62
2019/2020,2020-07-15 20:45:00,I1,Italy,Serie A,,Udinese,Lazio,0,0,D,0,0,D,3.72,3.53,2.08,3.6,3.6,1.95,,,,3.6,3.5,2.05
2019/2020,2020-07-15 20:45:00,I1,Italy,Serie A,,Roma,Verona,2,1,H,2,0,H,1.64,4.2,5.35,1.6,4.2,5.0,,,,1.6,4.1,5.5
2019/2020,2020-07-15 20:45:00,I1,Italy,Serie A,,Lecce,Fiorentina,1,3,A,0,3,A,3.66,3.71,2.05,3.6,3.75,1.95,,,,3.7,3.7,1.95
2019/2020,2020-07-15 20:15:00,E0,England,Premier League,P Tierney,Arsenal,Liverpool,2,1,H,2,1,H,3.97,3.98,1.9,3.8,3.8,1.9,,,,3.8,4.0,1.85
2019/2020,2020-07-15 19:30:00,G1,Greece,Ethniki Katigoria,,AEK,PAOK,0,0,D,0,0,D,2.19,3.35,3.3,2.25,3.3,3.2,,,,2.1,3.4,3.25
2019/2020,2020-07-15 19:15:00,P1,Portugal,Liga I,,Sp Braga,Belenenses,1,1,D,1,0,H,1.24,5.78,11.29,1.25,5.5,9.0,,,,1.28,6.0,8.5
2019/2020,2020-07-15 18:30:00,I1,Italy,Serie A,,Bologna,Napoli,1,1,D,0,1,A,4.45,4.04,1.78,4.5,3.8,1.75,,,,4.1,4.0,1.8
2019/2020,2020-07-15 18:30:00,I1,Italy,Serie A,,Sampdoria,Cagliari,3,0,H,2,0,H,1.96,3.62,4.07,1.9,3.6,3.8,,,,2.0,3.5,3.75
2019/2020,2020-07-15 18:30:00,I1,Italy,Serie A,,Milan,Parma,3,1,H,0,1,A,1.44,4.83,7.35,1.44,4.75,6.5,,,,1.45,4.5,7.0
2019/2020,2020-07-15 18:00:00,E0,England,Premier League,D Coote,Newcastle,Tottenham,1,3,A,0,1,A,4.6,3.84,1.81,4.6,3.8,1.75,,,,4.4,3.7,1.8
2019/2020,2020-07-15 18:00:00,E1,England,Championship,O Langford,Nott'm Forest,Swansea,2,2,D,1,2,A,2.48,3.18,3.1,2.45,3.3,2.9,,,,2.35,3.3,2.9
2019/2020,2020-07-15 18:00:00,E0,England,Premier League,M Dean,Burnley,Wolves,1,1,D,0,0,D,4.74,3.37,1.93,4.5,3.3,1.9,,,,4.5,3.3,1.9
2019/2020,2020-07-15 18:00:00,E1,England,Championship,D Webb,Birmingham,Charlton,1,1,D,0,0,D,2.37,3.27,3.2,2.3,3.25,3.25,,,,2.2,3.25,3.3
2019/2020,2020-07-15 18:00:00,E0,England,Premier League,L Mason,Man City,Bournemouth,2,1,H,2,0,H,1.16,8.83,15.59,1.14,8.5,17.0,,,,1.16,8.0,15.5
2019/2020,2020-07-15 17:15:00,G1,Greece,Ethniki Katigoria,,OFI Crete,Olympiakos,1,3,A,0,2,A,5.78,4.57,1.49,6.5,4.5,1.45,,,,6.75,4.25,1.44
2019/2020,2020-07-15 17:15:00,G1,Greece,Ethniki Katigoria,,Aris,Panathinaikos,0,1,A,0,0,D,2.87,3.42,2.4,2.87,3.4,2.37,,,,3.0,3.4,2.2
2019/2020,2020-07-15 17:00:00,E1,England,Championship,J Linington,Bristol City,Stoke,1,1,D,1,0,H,2.91,3.08,2.57,2.8,3.2,2.6,,,,2.8,3.1,2.55
2019/2020,2020-07-15 17:00:00,E1,England,Championship,D England,Brentford,Preston,1,0,H,1,0,H,1.44,4.57,7.78,1.45,4.5,7.0,,,,1.5,4.25,6.0
2019/2020,2020-07-15 17:00:00,P1,Portugal,Liga I,,Moreirense,Pacos Ferreira,1,1,D,1,0,H,2.71,3.08,2.88,2.37,3.2,2.8,,,,2.7,2.95,2.8
2019/2020,2020-07-14 21:30:00,P1,Portugal,Liga I,,Gil Vicente,Tondela,3,2,H,1,0,H,2.51,3.19,3.05,2.5,3.1,2.9,,,,2.3,3.2,3.1
2019/2020,2020-07-14 21:30:00,P1,Portugal,Liga I,,Benfica,Guimaraes,2,0,H,1,0,H,1.61,4.13,5.67,1.61,4.0,5.0,,,,1.57,3.8,5.75
2019/2020,2020-07-14 20:45:00,I1,Italy,Serie A,,Atalanta,Brescia,6,2,H,4,1,H,1.14,8.74,19.13,1.14,8.5,17.0,,,,1.15,8.25,17.0
2019/2020,2020-07-14 20:15:00,E0,England,Premier League,J Moss,Chelsea,Norwich,1,0,H,1,0,H,1.12,9.64,23.55,1.12,9.5,17.0,,,,1.13,8.75,18.5
2019/2020,2020-07-14 19:45:00,E1,England,Championship,D Whitestone,Sheffield Weds,Huddersfield,0,0,D,0,0,D,2.59,3.26,2.88,2.55,3.2,2.9,,,,2.5,3.2,2.8
2019/2020,2020-07-14 19:45:00,E1,England,Championship,S Martin,Luton,QPR,1,1,D,1,0,H,2.34,3.56,3.03,2.37,3.5,2.9,,,,2.35,3.4,2.85
2019/2020,2020-07-14 19:45:00,E1,England,Championship,D Bond,Cardiff,Derby,2,1,H,1,1,D,2.35,3.31,3.21,2.3,3.4,3.1,,,,2.2,3.25,3.2
2019/2020,2020-07-14 19:45:00,E1,England,Championship,J Brooks,Millwall,Blackburn,1,0,H,1,0,H,2.31,3.25,3.35,2.2,3.3,3.4,,,,2.15,3.1,3.5
2019/2020,2020-07-14 19:15:00,P1,Portugal,Liga I,,Portimonense,Boavista,2,1,H,2,0,H,1.65,3.99,5.46,1.61,3.9,5.25,,,,1.62,3.75,5.5
2019/2020,2020-07-14 18:00:00,E1,England,Championship,A Woolmer,Reading,Middlesbrough,1,2,A,1,1,D,3.21,3.24,2.38,3.0,3.3,2.4,,,,2.9,3.25,2.4
2019/2020,2020-07-14 18:00:00,E1,England,Championship,T Harrington,Wigan,Hull,8,0,H,7,0,H,1.82,3.73,4.49,1.8,3.7,4.5,,,,1.8,3.6,4.25
2019/2020,2020-07-14 17:00:00,E1,England,Championship,G Eltringham,West Brom,Fulham,0,0,D,0,0,D,2.04,3.4,3.93,2.0,3.4,3.9,,,,2.0,3.3,3.7
2019/2020,2020-07-14 17:00:00,P1,Portugal,Liga I,,Santa Clara,Aves,3,0,H,2,0,H,1.63,4.02,5.65,1.66,3.8,4.5,,,,1.67,3.9,4.6
2019/2020,2020-07-13 21:15:00,P1,Portugal,Liga I,,Setubal,Famalicao,1,2,A,1,1,D,3.28,3.42,2.17,3.3,3.3,2.2,,,,3.2,3.3,2.2
2019/2020,2020-07-13 21:00:00,SP1,Spain,La Liga Primera Division,,Granada,Real Madrid,1,2,A,0,2,A,7.79,4.58,1.45,6.5,4.5,1.45,,,,7.0,4.6,1.45
2019/2020,2020-07-13 20:45:00,I1,Italy,Serie A,,Inter,Torino,3,1,H,0,1,A,1.46,4.78,7.07,1.45,4.5,6.5,,,,1.48,4.5,6.5
2019/2020,2020-07-13 20:00:00,I2,Italy,Serie B,,Ascoli,Empoli,1,0,H,1,0,H,3.19,3.27,2.38,3.0,3.25,2.35,,,,3.0,3.2,2.35
2019/2020,2020-07-13 20:00:00,I2,Italy,Serie B,,Crotone,Pordenone,1,0,H,1,0,H,1.64,3.74,6.09,1.6,3.8,5.75,,,,1.6,3.7,5.75
2019/2020,2020-07-13 20:00:00,I2,Italy,Serie B,,Frosinone,Juve Stabia,2,2,D,1,1,D,1.61,3.85,6.19,1.6,3.8,5.75,,,,1.6,3.7,5.75
2019/2020,2020-07-13 20:00:00,E0,England,Premier League,C Kavanagh,Man United,Southampton,2,2,D,2,1,H,1.28,5.99,11.75,1.3,5.5,10.0,,,,1.28,6.0,10.0
2019/2020,2020-07-13 20:00:00,I2,Italy,Serie B,,Trapani,Benevento,2,0,H,1,0,H,2.46,3.21,3.11,2.45,3.1,3.0,,,,2.4,3.1,3.0
2019/2020,2020-07-13 19:00:00,P1,Portugal,Liga I,,Maritimo,Rio Ave,0,0,D,0,0,D,4.0,3.39,2.03,3.8,3.2,2.05,,,,3.75,3.25,2.0
2019/2020,2020-07-13 19:00:00,T1,Turkey,Futbol Ligi 1,,Yeni Malatyaspor,Besiktas,0,1,A,0,0,D,3.88,3.9,1.91,3.75,3.6,1.9,,,,3.75,3.6,1.9
2019/2020,2020-07-13 19:00:00,T1,Turkey,Futbol Ligi 1,,Konyaspor,Buyuksehyr,4,3,H,3,1,H,4.75,3.37,1.88,4.5,3.4,1.83,,,,4.25,3.4,1.85
2019/2020,2020-07-13 19:00:00,T1,Turkey,Futbol Ligi 1,,Denizlispor,Trabzonspor,2,1,H,0,1,A,5.99,4.38,1.55,5.5,4.33,1.53,,,,5.5,4.33,1.53
2019/2020,2020-07-13 18:30:00,SP2,Spain,La Liga Segunda Division,,Almeria,Vallecano,3,2,H,3,0,H,2.81,3.11,2.76,2.55,3.1,2.87,,,,2.55,3.1,2.9
2019/2020,2020-07-13 18:30:00,SP1,Spain,La Liga Primera Division,,Villarreal,Sociedad,1,2,A,0,0,D,2.3,3.56,3.14,2.3,3.25,3.1,,,,2.2,3.6,3.1
2019/2020,2020-07-13 17:45:00,I2,Italy,Serie B,,Cosenza,Perugia,2,1,H,1,0,H,2.77,3.08,2.82,2.7,3.1,2.7,,,,2.55,3.1,2.8
2019/2020,2020-07-13 16:30:00,T1,Turkey,Futbol Ligi 1,,Kayserispor,Gaziantep,1,1,D,0,0,D,1.69,3.91,3.7,1.75,3.75,4.2,,,,1.83,3.8,3.8
2019/2020,2020-07-13 16:30:00,T1,Turkey,Futbol Ligi 1,,Kasimpasa,Rizespor,2,0,H,0,0,D,2.03,3.83,3.52,2.0,3.6,3.5,,,,2.0,3.5,3.5
2019/2020,2020-07-12 21:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Mallorca,2,0,H,1,0,H,1.4,5.06,8.14,1.4,4.75,8.5,,,,1.42,4.75,7.5
2019/2020,2020-07-12 20:45:00,I1,Italy,Serie A,,Napoli,Milan,2,2,D,1,1,D,2.18,3.45,3.5,2.05,3.5,3.5,,,,2.1,3.25,3.5
2019/2020,2020-07-12 20:45:00,SP2,Spain,La Liga Segunda Division,,Zaragoza,Oviedo,2,4,A,0,2,A,2.16,3.14,3.87,2.05,3.1,3.8,,,,2.1,3.1,3.8
2019/2020,2020-07-12 19:45:00,G1,Greece,Ethniki Katigoria,,Olympiakos,PAOK,0,1,A,0,0,D,1.56,4.12,5.53,1.55,4.33,5.25,,,,1.53,4.1,5.5
2019/2020,2020-07-12 19:00:00,E0,England,Premier League,S Attwell,Bournemouth,Leicester,4,1,H,0,1,A,5.24,3.83,1.72,5.25,3.8,1.66,,,,5.0,4.0,1.67
2019/2020,2020-07-12 19:00:00,T1,Turkey,Futbol Ligi 1,,Antalyaspor,Alanyaspor,1,0,H,1,0,H,3.37,3.81,2.08,3.5,3.6,2.0,,,,3.4,3.6,2.0
2019/2020,2020-07-12 19:00:00,T1,Turkey,Futbol Ligi 1,,Fenerbahce,Sivasspor,1,2,A,1,2,A,2.05,3.73,3.52,1.9,3.6,3.75,,,,2.0,3.5,3.5
2019/2020,2020-07-12 18:30:00,I1,Italy,Serie A,,Cagliari,Lecce,0,0,D,0,0,D,1.78,3.91,4.64,1.7,4.0,4.33,,,,1.65,4.0,4.6
2019/2020,2020-07-12 18:30:00,I1,Italy,Serie A,,Fiorentina,Verona,1,1,D,0,1,A,2.08,3.61,3.62,2.05,3.4,3.6,,,,2.05,3.4,3.5
2019/2020,2020-07-12 18:30:00,I1,Italy,Serie A,,Udinese,Sampdoria,1,3,A,1,1,D,2.43,3.06,3.4,2.37,3.1,3.2,,,,2.45,3.1,3.1
2019/2020,2020-07-12 18:30:00,I1,Italy,Serie A,,Parma,Bologna,2,2,D,0,2,A,2.74,3.42,2.66,2.7,3.2,2.62,,,,2.7,3.2,2.7
2019/2020,2020-07-12 18:30:00,SP1,Spain,La Liga Primera Division,,Leganes,Valencia,1,0,H,1,0,H,3.45,3.2,2.32,3.4,3.1,2.3,,,,3.4,3.1,2.3
2019/2020,2020-07-12 18:00:00,G1,Greece,Ethniki Katigoria,,Panathinaikos,AEK,1,3,A,1,2,A,3.71,3.55,1.98,3.5,3.5,2.0,,,,3.5,3.4,2.0
2019/2020,2020-07-12 16:30:00,T1,Turkey,Futbol Ligi 1,,Ankaragucu,Galatasaray,1,0,H,0,0,D,4.0,3.93,1.87,3.8,3.8,1.85,,,,3.8,3.8,1.83
2019/2020,2020-07-12 16:30:00,E0,England,Premier League,M Oliver,Tottenham,Arsenal,2,1,H,1,1,D,2.68,3.51,2.69,2.62,3.4,2.7,,,,2.65,3.4,2.65
2019/2020,2020-07-12 16:15:00,I1,Italy,Serie A,,Genoa,Spal,2,0,H,1,0,H,1.68,4.05,5.14,1.66,3.8,5.25,,,,1.65,3.9,5.25
2019/2020,2020-07-12 16:00:00,SP1,Spain,La Liga Primera Division,,Levante,Ath Bilbao,1,2,A,0,2,A,3.67,3.4,2.14,3.8,3.2,2.1,,,,3.5,3.25,2.2
2019/2020,2020-07-12 14:15:00,E0,England,Premier League,M Atkinson,Aston Villa,Crystal Palace,2,0,H,1,0,H,2.33,3.38,3.28,2.25,3.3,3.3,,,,2.25,3.3,3.3
2019/2020,2020-07-12 13:30:00,E1,England,Championship,S Duncan,Stoke,Birmingham,2,0,H,2,0,H,1.99,3.27,4.36,2.0,3.25,4.1,,,,1.95,3.25,4.0
2019/2020,2020-07-12 13:30:00,E1,England,Championship,K Stroud,Swansea,Leeds,0,1,A,0,0,D,4.67,3.97,1.74,4.6,4.0,1.7,,,,4.75,3.7,1.7
2019/2020,2020-07-12 13:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Eibar,0,2,A,0,2,A,3.44,3.37,2.24,3.4,3.2,2.25,,,,3.3,3.2,2.3
2019/2020,2020-07-12 12:00:00,E0,England,Premier League,A Taylor,Wolves,Everton,3,0,H,1,0,H,2.06,3.3,4.15,2.05,3.3,3.8,,,,2.05,3.4,3.8
2019/2020,2020-07-11 21:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Betis,1,0,H,0,0,D,1.49,4.33,7.58,1.5,3.8,8.0,,,,1.48,4.25,7.25
2019/2020,2020-07-11 20:45:00,I1,Italy,Serie A,,Juventus,Atalanta,2,2,D,0,1,A,2.14,3.77,3.33,2.05,3.6,3.5,,,,2.05,3.5,3.4
2019/2020,2020-07-11 20:00:00,E0,England,Premier League,G Scott,Brighton,Man City,0,5,A,0,2,A,10.19,5.83,1.31,10.0,5.5,1.28,,,,10.0,5.5,1.3
2019/2020,2020-07-11 19:30:00,G1,Greece,Ethniki Katigoria,,OFI Crete,Aris,0,1,A,0,1,A,1.58,4.02,5.51,1.61,4.0,5.25,,,,1.6,3.75,5.25
2019/2020,2020-07-11 19:15:00,P1,Portugal,Liga I,,Belenenses,Moreirense,0,1,A,0,0,D,2.46,3.26,3.06,2.37,3.1,3.1,,,,2.5,3.2,2.8
2019/2020,2020-07-11 19:00:00,T1,Turkey,Futbol Ligi 1,,Goztep,Genclerbirligi,1,3,A,0,2,A,2.38,3.53,2.98,2.3,3.5,2.9,,,,2.4,3.4,2.8
2019/2020,2020-07-11 18:30:00,SP1,Spain,La Liga Primera Division,,Valladolid,Barcelona,0,1,A,0,1,A,10.02,5.0,1.36,9.5,5.25,1.3,,,,8.5,5.0,1.36
2019/2020,2020-07-11 18:30:00,I1,Italy,Serie A,,Brescia,Roma,0,3,A,0,0,D,6.9,4.79,1.47,6.0,5.0,1.44,,,,6.25,4.5,1.45
2019/2020,2020-07-11 17:30:00,E0,England,Premier League,A Marriner,Sheffield United,Chelsea,3,0,H,2,0,H,6.14,3.95,1.63,6.0,3.8,1.6,,,,6.0,3.75,1.62
2019/2020,2020-07-11 17:15:00,G1,Greece,Ethniki Katigoria,,Volos NFC,Atromitos,2,3,A,0,3,A,3.64,3.53,2.0,3.6,3.6,1.95,,,,3.6,3.4,1.95
2019/2020,2020-07-11 17:15:00,G1,Greece,Ethniki Katigoria,,Panionios,Panetolikos,0,2,A,0,1,A,1.93,3.25,4.33,1.85,3.3,4.75,,,,1.91,3.0,4.4
