groupName,artist
the rap sound of chicago - rap trax #1 compilation,various artists
whole wide world,a'me lorain
we got the jazz,powercore
x-men vs. professor x,x-men
hair or weave,bobby jimmy & the critters
just a friend,biz markie
crazy,kym mazelle
soulbeat 6,various artists
crucial,new edition
sexual healing rap,young love
now rap&#39;s what i call music! volume 2,various artists
get into it,jay love
sex in the house / sex in the hood,various artists
to hell and back,nemesis
mind blowin&#39; (remix),the d.o.c.
the hits album 89,various artists
sister rosa,j.t. taylor
i&#39;m housin&#39; / get off the bandwagon,epmd
on fire / funky cold medina,tone-lōc
hot &amp; phat,alias g
the lyrical midget,lil' mac
break the grip of shame,paris
get on the dance floor,rob base & dj e-z rock
space beat,nli & aes master
computer rock,master k.a.
inna city mamma,neneh cherry
turntable aktion,steve masters
return to planet rock (the second coming),afrika bambaataa & soulsonic force
hard to beat,trouble funk
hollywood affair - the lost kim basinger album,kim basinger & prince
don&#39;t stop the rock,freestyle
cut it up def,dj jealous j
no joke,mc dray
mixx it 31,cameron paul
def jam recordings classics vol. 1,various artists
comin&#39; thru like warriors,mc twist & the def squad
to the extreme,vanilla ice
poison,bell biv devoe
people&#39;s instinctive travels and the paths of rhythm,a tribe called quest
unbelievable,emf
the geto boys,geto boys
business as usual,epmd
mama said knock you out,ll cool j
best of... rappin&#39;,kurtis blow
it&#39;s a compton thang,compton's most wanted
let the rhythm hit &#39;em,eric b. & rakim
100 miles and runnin&#39;,n.w.a
the simpsons sing the blues,the simpsons
gonna make you sweat,c + c music factory
amerikkka&#39;s most wanted,ice cube
wanted: dead or alive,kool g rap & dj polo
hispanic causing panic,kid frost
sex packets,digital underground
bass is the name of the game,dj magic mike
grits sandwiches for breakfast,kid rock
please hammer don&#39;t hurt &#39;em,mc hammer
call me d-nice,d-nice
"to the east, blackwards",x-clan
banned in the u.s.a.,the 2 live crew
doin&#39; our own dang,jungle brothers
fear of a black planet,public enemy
nu thang,dc talk
pray,mc hammer
blacks&#39; magic,salt-n-pepa
edutainment,boogie down productions
kill at will,ice cube
hello afrika: the album,dr. alban
pretty woman,various artists
back from hell,run-d.m.c.
looking at the front door,main source
911 is a joke,public enemy
jazz thing,gang starr
giovani jovanotti,jovanotti
can i kick it?,a tribe called quest
take a look around,master ace
livin&#39; like hustlers,above the law
one for all,brand nubian
tom&#39;s diner,dna & suzanne vega
livin&#39; in a hoe house,h.w.a.
the dogs,the dogs
down to earth,monie love
mr flamboyant ep,e-40
taste of chocolate,big daddy kane
at your own risk,king tee
legal,special ed
pawns in the game,professor griff & the last asiatic disciples
people&#39;s instinctive remixes,a tribe called quest
killer album,ruthless rap assassins
ludwig fun,silicon dream
short dog&#39;s in the house,too $hort
gangster chronicle,london posse
funhouse,kid 'n' play
some like it cold,coldcut
forever everlasting,everlast
do the bartman,the simpsons
u can&#39;t touch this,mc hammer
dick tracy,various artists
the real rock,shinehead
trip on this! the remixes,technotronic
get busy,mr. lee
funky technician,dj mike smooth & lord finesse
ice ice baby,vanilla ice
no coke,dr. alban
get up! (before the night is over),technotronic
chain,the family stand
ain&#39;t no shame in my game,candyman
back by dope demand,king bee
holy intellect,poor righteous teachers
world power,snap!
titiyo,titiyo
rapattitude,various artists
greatest hits,whodini
house party,various artists
gettin&#39; crazy,doug lazy
treat &#39;em right,chubb rock
tell the world my name,k-solo
come back to me (the remixes),janet jackson
gold digger,epmd
can&#39;t do nuttin&#39; for ya man,public enemy
live in concert,the 2 live crew
superfly 1990,curtis mayfield & ice-t
knockin&#39; boots,candyman
intelligent hoodlum,intelligent hoodlum
homey don&#39;t play!,esham
the emperor&#39;s new clothes,sinéad o'connor
erotic poetry,esham
father&#39;s day,father mc
hip hop greats,various artists
who&#39;s the mack,ice cube
i left my wallet in el segundo,a tribe called quest
sucker dj,dimples d
elevate my mind,stereo mc's
the ghetto,too $hort
new funky nation,boo-yaa t.r.i.b.e.
my definition of a boombastic jazz style,dream warriors
rollin&rsquo; with number one,kid sensation
i don&#39;t care: the album,audio two
bust a rap,various artists
bass planet paranoia,maggotron
no kid,urban dance squad
brown &amp; proud,lighter shade of brown
a day in the life: a pokadelick adventure,kwamé
armed &amp; dangerous,p.k.o.
you can&#39;t do me none,"black, rock & ron"
we&#39;re all in the same gang,various artists
poison,bell biv devoe
brothers gonna work it out,public enemy
1 steg bak &aring; 2 steg fram,just d
to hell and black,c.p.o.
power of a woman,tairrie b
biscuit&#39;s in the house,biscuit
the cactus revisited,3rd bass
i can handle it,mister mixi & skinny scotty
royal jelly,king bee
burnin&#39; at 20 below,antoinette
take a rest,gang starr
ralph tresvant,ralph tresvant
righteous but ruthless,king sun
"best of house music, vol. 3: house music all night long",various artists
changing the scenery,the sindecut
(what will we do to become) famous and dandy just like amos &amp; andy,the disposable heroes of hiphoprisy
ivory,teena marie
supernatural,stereo mc's
mentirosa,mellow man ace
bonita applebum,a tribe called quest
it&#39;s gonna be alright,daisy dee
not just a fad,j.j. fad
come into my house (the richie rich mix),queen latifah
giving you the benefit,pebbles
it&#39;s a shame (my sister),monie love
freaks of the industry,digital underground
cooked the remix album,alyson williams
dick tracy,ice-t
ballad of a menace,c.p.o.
won&#39;t talk about it,beats international
freedom to party 1 - the first legal rave,various artists
sensitivity,ralph tresvant
better world,rebel mc
stinky grooves,limbomaniacs
back to reality,intelligent hoodlum
get into it,the egyptian lover
intelligence and violence,inner city posse
force field,jvc force
pernicious nonsense,gaye bykers on acid
kickin&#39; afrolistics,the afros
one voice: pride,various artists
masterpiece,just-ice
life in the ghetto,cool c
this should move ya,mantronix
kick that thang,uzi bros
hear the drummer (get wicked),chad jackson
wiggle it,2 in a room
rebel music,rebel mc
barsha&#39;s explicit lyrics,barsha
no enemies,24k
le monde de demain,suprême ntm
negu gorriak,negu gorriak
droppin&#39; it,the bizzie boyz
my docs,kiss amc
the boomin&#39; system,ll cool j
def jam classics - volume ii,various artists
treat em right / ya bad chubbs,chubb rock
tic tac toe,kyper
love&#39;s gonna get&#39;cha (material love),boogie down productions
just to get a rep / who&#39;s gonna take the weight?,gang starr
mama gave birth to the soul children,queen latifah
moe!,raptori
the blues 12&quot; single,tony! toni! toné!
better world,rebel mc
back to basix,kid 'n' play
i know you got soul,90 lovers
must be the music,king bee
the power,power jam
listen up,listen up
monie in the middle,monie love
as kosher as they wanna be,2 live jews
hey! hey! can u relate?,dj mink
"play it again, shan",mc shan
bonita applebum / mr. muhammed,a tribe called quest
back to the lab,various artists
crazy,mc b
kickin&#39; afrolistics,the afros
wake your daughter up,no face
geek&#39;s revenge,richie rich
warrior,m.c. wildski
let the rhythm hit &#39;em - the blacksmith remix,eric b. & rakim
alf&#39;s super hitparade,various artists
smooth assassin,grand daddy i.u.
holocausto urbano,racionais mc's
i come off,young mc
move the crowd / paid in full,eric b. & rakim
move your body - the final dance collection vol. 1,various artists
let&#39;s side,the click
loud &#39;n&#39; clear,michael peace
dance before the police come!,shut up and dance
g4,gucci crew ii
wild &amp; loose,oaktown’s 3.5.7
play that funky music,vanilla ice
christmas rap music,crew x
at your own risk,king tee
the negro&#39;s back,disco rick
around the way girl,ll cool j
movement ex,movement ex
it ain&#39;t where ya from...it&#39;s where ya at,silk tymes leather
it&#39;s hard being the kane,big daddy kane
deep heat 7 - seventh heaven,various artists
deep heat 9 - ninth life - kiss the bliss,various artists
listen to the basstone,cut 2 kill
urban dance squad - hollywood and pinkpop live,urban dance squad
the music ain&#39;t loud enuff,dj kool
to your soul,the jaz
2 low life muthas,poison clan
rub you the right way ,johnny gill
we&#39;re all in the same gang,the west coast rap all-stars
"sex, drugs + violence",hdv
all for one,brand nubian
raw 91,big daddy kane
maxi hit sensation - doppel-dosis maxi power,various artists
something new,grand daddy i.u.
let&#39;s get it on!,whiz kid with ysl
buckwheat the rebel,unity 2
milira,milira
manchester: so much to answer for,various artists
rave-mixx 1,various artists
vocal full contact,jus def / x-town posse & the original x
peachfuzz / gasface refill,kmd
jive&#39;s greatest rap singles,various artists
banned in the u.s.a.,the 2 live crew
here comes the hammer,mc hammer
the lost tribe of shabazz,lakim shabazz
do me!,bell biv devoe
down to earth / don&#39;t funk wid the mo,monie love
rebel soul,lin que
the north at its heights,mc tunes
the only rhyme that bites,808 state & mc tunes
primary rhyming,mc tunes
can you feel it,fish
i thought it was me,bell biv devoe
knocking off all weak mcs,homicide
what it is,a.k.a. brothers
doin&rsquo; the mud foot,biz markie
three the hard way,rodney o & joe cooley
return of superfly,various artists
starting from zero,groove b. chill
nettwerk sound sampler vol. iii,various artists
can u feel it? - the champion legend,l.a. mix & streets ahead
my afro&#39;s on fire,outlaw posse
what &quot;u&quot; waitin&#39; &quot;4&quot;?,jungle brothers
romeo,dino
the flavor unit,flavor unit
go for it! (heart and fire),joey b. ellis & tynetta hare
live the life,the sindecut
don&#39;t test,junior tucker
la raza,kid frost
lies,en vogue
tunes splits the atom,808 state & mc tunes
wash your face in my sink,dream warriors
ah! freak out,m.c. romeo the macho man
def con four,def con 4
heart of darkness,hoodlum priest
hai &hearts;,kwamé & kwamé & a new beginning
show&#39;m the bass,various artists
rap house volume 2,various artists
hey yo! hip house dance trax,various artists
"wisdom, faith &amp; knowledge",detroit boxx & step 2
get crazy,various artists
melt in your mouth,candyman
i like girls,mr. lee
this house,tracie spencer
bouh bouh bouh bouh bouh,titi & nobru
rap &#39;n&#39; house (rap traxx 4),various artists
rap traxx 3,various artists
i&#39;ve got you under my skin,neneh cherry
nod your head to this,kings of swing
get in the groove,the wee papa girl rappers
good love,klymaxx
peace,d.a.m.n.
rap terrorist / it&#39;s a rap thing,professor griff
make it funky,mr. lee
resucker dj,dimples d
coming out of their shells,teenage mutant ninja turtles
no coke (the twelve inch remixes),dr. alban
rap it up,various artists
what is sadness?,device
the brainiac e.p.,ibm nation
hip hop na veia - a resposta,thaide & dj hum
h.o.u.s.e.,doug lazy
she ain&#39;t worth it,glenn medeiros
bertso-hop,negu gorriak
we like it,oaktown’s 3.5.7
get up (before the night is over),technotronic
chillin&#39; on the g spot,g love e
do dat dance,she rockers
the big payback,kgb
upfront 1 - 15 upfront floor fillers,various artists
jamaica go-go,various artists
style wars - style warriors revenge,hijack
i&#39;m hip (the hip hoppers),many fazes
gotta get a grip,mc trouble
dance all nite,poison clan
funky drummer,taalam
go for it! (heart and fire),joey b. ellis and tynetta hare
information to raise a nation,rich nice
life of a criminal,pooh-man
promise me,nayobe
notes of a native son,laquan
maxi dance sensation 2,various artists
dance like david,on fire
hip-hop radical,sindicato del crimen
the only rhyme that bites,808 state & mc tunes
racism,p▷i◁d
jasmine guy,jasmine guy
the theory of emcees squ&#1076;red,einstein
expression,salt-n-pepa
a blitz of  hits (the hits remixed),salt-n-pepa
zig it up,ninjaman & flourgon
soulbeat 7,various artists
45 kingdom,the 45 king
presents the flavor unit,the 45 king
warzone,kozmo flex
rap de aqui,various artists
mr. hood,k.m.d.
dangerous,michael jackson
2pacalypse now,2pac
terminator x &amp; the valley of the jeep beets,terminator x
to whom it may concern...,freestyle fellowship
a wolf in sheep&#39;s clothing,black sheep
the low end theory,a tribe called quest
quik is the name,dj quik
qui s&egrave;me le vent r&eacute;colte le tempo,mc solaar
de la soul is dead,de la soul
the ruler&#39;s back,slick rick
nature of a sista,queen latifah
derelicts of dialect,3rd bass
step in the arena,gang starr
mr. scarface is back,scarface
too legit to quit,mc hammer
words from the genius,gza/genius
naughty by nature,naughty by nature
motownphilly,boyz ii men
death certificate,ice cube
sports weekend (as nasty as they wanna be part ii),the 2 live crew
summertime,dj jazzy jeff & the fresh prince
mistadobalina,del the funky homosapien
mama said knock you out,ll cool j
the city sleeps,mc 900 ft. jesus
welcome to my dream,mc 900 ft. jesus
fruits of nature,the umc's
thirty footer in your face,jesse jaymes
