FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
2006,2453827.5,92,1245,4.0,Campfire,2453827.5,92,1330,0.1,A,35.6525,-101.6286,3.0,NPS,TX,,,
2006,2453827.5,92,1830,4.0,Campfire,2453828.5,93,1930,0.3,B,35.6878,-101.5964,3.0,NPS,TX,,,
2006,2453840.5,105,1228,4.0,Campfire,2453840.5,105,1930,0.1,A,35.7119,-101.5639,3.0,NPS,TX,,,
2006,2453840.5,105,2000,4.0,Campfire,2453840.5,105,2030,0.1,A,35.4644,-101.8464,3.0,NPS,TX,,,
2006,2453845.5,110,1230,4.0,Campfire,2453846.5,111,1930,0.2,A,35.6808,-101.5983,3.0,NPS,TX,,,
2006,2453847.5,112,1615,4.0,Campfire,2453848.5,113,1930,0.1,A,35.7078,-101.5622,3.0,NPS,TX,,,
2006,2453849.5,114,1815,4.0,Campfire,2453850.5,115,1930,0.1,A,35.6483,-101.635,3.0,NPS,TX,,,
2006,2453869.5,134,1035,4.0,Campfire,2453869.5,134,1900,0.1,A,35.7278,-101.6664,3.0,NPS,TX,,,
2006,2453869.5,134,1135,4.0,Campfire,2453869.5,134,1900,0.1,A,35.6997,-101.5819,3.0,NPS,TX,,,
2006,2453869.5,134,1430,4.0,Campfire,2453869.5,134,1930,0.1,A,35.7222,-101.5531,3.0,NPS,TX,,,
2006,2453869.5,134,1930,4.0,Campfire,2453870.5,135,1900,0.1,A,35.7331,-101.9931,3.0,NPS,TX,,,
2006,2453875.5,140,1200,4.0,Campfire,2453875.5,140,1230,0.1,A,35.6486,-101.6342,3.0,NPS,TX,,,
2006,2453882.5,147,0800,4.0,Campfire,2453882.5,147,1930,0.1,A,35.6486,-101.6342,3.0,NPS,TX,,,
2006,2453884.5,149,1000,4.0,Campfire,2453885.5,150,1930,0.1,A,35.7172,-101.5994,3.0,NPS,TX,,,
2006,2453884.5,149,1100,4.0,Campfire,2453885.5,150,1930,0.1,A,35.7097,-101.6617,3.0,NPS,TX,,,
2006,2453885.5,150,0945,4.0,Campfire,2453886.5,151,1930,0.1,A,35.7175,-101.5511,3.0,NPS,TX,,,
2006,2453894.5,159,1100,4.0,Campfire,2453895.5,160,1930,0.1,A,35.6497,-101.63,3.0,NPS,TX,,,
2006,2453904.5,169,0915,4.0,Campfire,2453905.5,170,1930,0.1,A,35.6997,-101.5819,3.0,NPS,TX,,,
2006,2453911.5,176,1135,4.0,Campfire,2453912.5,177,1930,0.1,A,35.465,-101.8497,3.0,NPS,TX,,,
2006,2453911.5,176,2200,4.0,Campfire,2453912.5,177,1930,0.1,A,35.5275,-101.5767,3.0,NPS,TX,,,
2006,2453918.5,183,0926,4.0,Campfire,2453919.5,184,1930,0.1,A,35.7122,-101.5664,3.0,NPS,TX,,,
2006,2453919.5,184,1100,4.0,Campfire,2453920.5,185,2300,0.5,B,35.5658,-101.5519,3.0,NPS,TX,,,
2006,2453919.5,184,2315,4.0,Campfire,2453920.5,185,2300,0.1,A,35.6481,-101.6356,3.0,NPS,TX,,,
2006,2453932.5,197,1530,4.0,Campfire,2453932.5,197,1600,0.1,A,35.7194,-101.5931,3.0,NPS,TX,,,
2007,2454155.5,55,1030,4.0,Campfire,2454155.5,55,1045,0.1,A,35.4667,-101.8417,3.0,NPS,TX,,,
2007,2454155.5,55,1213,4.0,Campfire,2454155.5,55,1215,0.1,A,35.4736,-101.8131,3.0,NPS,TX,,,
2007,2454155.5,55,1330,4.0,Campfire,2454155.5,55,1350,0.1,A,35.4633,-101.8467,3.0,NPS,TX,,,
2007,2454156.5,56,0930,4.0,Campfire,2454156.5,56,0945,0.1,A,35.4525,-101.8353,3.0,NPS,TX,,,
2007,2454156.5,56,1200,4.0,Campfire,2454156.5,56,1230,0.1,A,35.4525,-101.8347,3.0,NPS,TX,,,
2007,2454156.5,56,1425,4.0,Campfire,2454156.5,56,1445,0.1,A,35.4667,-101.8278,3.0,NPS,TX,,,
2007,2454157.5,57,1100,4.0,Campfire,2454157.5,57,1400,0.1,A,35.4653,-101.8436,3.0,NPS,TX,,,
2007,2454157.5,57,1425,4.0,Campfire,2454157.5,57,1445,0.1,A,35.4664,-101.8436,3.0,NPS,TX,,,
2007,2454423.5,323,0730,4.0,Campfire,2454423.5,323,0920,0.1,A,35.4669,-101.8467,3.0,NPS,TX,,,
2008,2454518.5,53,2130,4.0,Campfire,2454518.5,53,2200,0.1,A,35.4639,-101.8428,3.0,NPS,TX,,,
2008,2454519.5,54,1100,4.0,Campfire,2454519.5,54,1130,0.1,A,35.4728,-101.8464,3.0,NPS,TX,,,
2009,2454884.5,53,1400,4.0,Campfire,2454884.5,53,1530,0.3,B,35.4669,-101.865,7.0,STATE,TX,,,
2009,2454898.5,67,1950,4.0,Campfire,2454898.5,67,2000,0.1,A,35.7172,-101.5506,3.0,NPS,TX,,,
2009,2454910.5,79,1430,4.0,Campfire,2454910.5,79,1500,0.1,A,35.4639,-101.8447,3.0,NPS,TX,,,
2009,2454910.5,79,1500,4.0,Campfire,2454910.5,79,1530,0.1,A,35.4631,-101.8386,3.0,NPS,TX,,,
2009,2454911.5,80,1430,4.0,Campfire,2454911.5,80,1500,0.1,A,35.7167,-101.5961,3.0,NPS,TX,,,
2009,2454912.5,81,1500,4.0,Campfire,2454912.5,81,1530,0.1,A,35.4686,-101.8225,3.0,NPS,TX,,,
2009,2455015.5,184,1430,4.0,Campfire,2455015.5,184,2200,0.1,A,35.4667,-101.8269,3.0,NPS,TX,,,
2009,2455015.5,184,2318,4.0,Campfire,2455015.5,184,2350,0.1,A,35.46533,-101.842,3.0,NPS,TX,,,
2009,2455016.5,185,1820,4.0,Campfire,2455016.5,185,1900,0.1,A,35.4789,-101.7631,3.0,NPS,TX,,,
2009,2455023.5,192,1450,4.0,Campfire,2455023.5,192,1500,0.1,A,35.5942,-101.7322,3.0,NPS,TX,,,
2009,2455049.5,218,2045,4.0,Campfire,2455049.5,218,2055,0.1,A,35.6878,-101.5925,3.0,NPS,TX,,,
2009,2455051.5,220,1620,4.0,Campfire,2455051.5,220,1630,0.1,A,35.6819,-101.5983,3.0,NPS,TX,,,
2009,2455051.5,220,1720,4.0,Campfire,2455051.5,220,1730,0.1,A,35.7203,-101.5508,3.0,NPS,TX,,,
2009,2455081.5,250,1130,4.0,Campfire,2455081.5,250,1200,0.2,A,35.7061,-101.6639,3.0,NPS,TX,,,
2009,2455102.5,271,1030,4.0,Campfire,2455102.5,271,1040,0.1,A,35.7211,-101.6644,3.0,NPS,TX,,,
2009,2455142.5,311,0945,4.0,Campfire,2455142.5,311,1000,0.1,A,35.5422,-101.7292,3.0,NPS,TX,,,
2009,2455143.5,312,0900,4.0,Campfire,2455143.5,312,0920,0.1,A,35.6492,-101.6353,3.0,NPS,TX,,,
2009,2455162.5,331,1400,4.0,Campfire,2455162.5,331,1500,0.1,A,35.6917,-101.6414,3.0,NPS,TX,,,
2009,2455163.5,332,1530,4.0,Campfire,2455163.5,332,1630,0.1,A,35.7225,-101.6636,3.0,NPS,TX,,,
2009,2455175.5,344,1050,4.0,Campfire,2455175.5,344,1110,0.1,A,35.7219,-101.6625,3.0,NPS,TX,,,
2009,2455177.5,346,1530,4.0,Campfire,2455177.5,346,1800,10.0,C,35.6822,-101.6286,3.0,NPS,TX,,,
2006,2453806.5,71,1450,4.0,Campfire,2453808.5,73,1800,73.0,C,29.5606,-102.7786,7.0,STATE,TX,,,
1994,2449537.5,185,1800,4.0,Campfire,2449538.5,186,2300,10.0,C,28.8339,-95.4878,4.0,FWS,TX,,,
1995,2449920.5,203,1800,4.0,Campfire,2449921.5,204,2100,0.1,A,30.5014,-97.9733,4.0,FWS,TX,,,
1996,2450426.5,344,1500,4.0,Campfire,2450426.5,344,1900,700.0,E,29.6125,-94.4722,4.0,FWS,TX,,,
1996,2450109.5,27,1540,4.0,Campfire,2450109.5,27,1711,25.0,C,26.0741,-98.087,4.0,FWS,TX,,,
1996,2450290.5,208,1540,4.0,Campfire,2450290.5,208,1640,1.0,B,26.1042,-98.2795,4.0,FWS,TX,,,
1996,2450226.5,144,1900,4.0,Campfire,2450227.5,145,0900,50.0,C,28.8717,-95.4469,4.0,FWS,TX,,,
1996,2450279.5,197,1430,4.0,Campfire,2450281.5,199,1600,200.0,D,28.866,-95.4833,4.0,FWS,TX,,,
1997,2450597.5,149,1100,4.0,Campfire,2450597.5,149,1400,1.0,B,29.6583,-94.1167,4.0,FWS,TX,,,
1997,2450636.5,188,2000,4.0,Campfire,2450636.5,188,2200,2.0,B,29.6583,-94.1167,4.0,FWS,TX,,,
1997,2450685.5,237,1030,4.0,Campfire,2450685.5,237,1100,1.0,B,29.6583,-94.1,4.0,FWS,TX,,,
1997,2450707.5,259,1230,4.0,Campfire,2450707.5,259,1300,2.0,B,29.6611,-94.1,4.0,FWS,TX,,,
1997,2450652.5,204,1127,4.0,Campfire,2450652.5,204,1200,4.0,B,26.228,-98.4825,4.0,FWS,TX,,,
1998,2450947.5,134,1035,4.0,Campfire,2450947.5,134,1130,4.0,B,29.65274,-94.1208,4.0,FWS,TX,,,
1998,2450988.5,175,0900,4.0,Campfire,2450988.5,175,1700,1.0,B,29.633,-94.175,4.0,FWS,TX,,,
1998,2450880.5,67,2200,4.0,Campfire,2450880.5,67,2359,5.0,B,26.0681,-97.8107,4.0,FWS,TX,,,
1999,2451323.5,145,0600,4.0,Campfire,2451323.5,145,0645,2.0,B,29.666,-94.0833,4.0,FWS,TX,,,
1999,2451334.5,156,1700,4.0,Campfire,2451334.5,156,1730,0.1,A,29.666,-94.1333,4.0,FWS,TX,,,
2000,2451728.5,185,1620,4.0,Campfire,2451728.5,185,1625,0.1,A,29.6042,-94.25,4.0,FWS,TX,,,
2000,2451729.5,186,2130,4.0,Campfire,2451729.5,186,2135,0.1,A,29.666,-94.0833,7.0,STATE,TX,,,
2000,2451729.5,186,2250,4.0,Campfire,2451729.5,186,2255,0.1,A,29.666,-94.0833,7.0,STATE,TX,,,
2001,2451967.5,58,1530,4.0,Campfire,2451967.5,58,1535,0.1,A,29.652,-94.1189,4.0,FWS,TX,,,
2002,2452610.5,336,0715,4.0,Campfire,2452610.5,336,0730,0.1,A,28.184,-96.74,4.0,FWS,TX,,,
2002,2452421.5,147,1300,4.0,Campfire,2452421.5,147,1330,0.1,A,29.83109,-94.1667,7.0,STATE,TX,,,
2002,2452420.5,146,1400,4.0,Campfire,2452420.5,146,1500,0.1,A,29.61,-94.2278,4.0,FWS,TX,,,
2002,2452459.5,185,1300,4.0,Campfire,,,,0.1,A,29.63333333,-94.25,4.0,FWS,TX,,,
2002,2452622.5,348,0900,4.0,Campfire,2452622.5,348,1130,0.1,A,28.8297,-95.50022,4.0,FWS,TX,,,
2002,2452316.5,42,1215,4.0,Campfire,2452317.5,43,1545,3.0,B,25.95,-97.52437,8.0,PRIVATE,TX,,,
2002,2452327.5,53,1945,4.0,Campfire,2452329.5,55,1800,35.0,C,25.8516,-97.4288,4.0,FWS,TX,,,
2003,2452993.5,354,1230,4.0,Campfire,2452993.5,354,1400,1.0,B,30.52803,-97.9629,8.0,PRIVATE,TX,,,
2003,2452789.5,150,1430,4.0,Campfire,2452789.5,150,1800,2.5,B,30.6334,-98.0682,8.0,PRIVATE,TX,,,
2003,2452825.5,186,1400,4.0,Campfire,2452825.5,186,1415,0.1,A,29.6755,-94.0683,4.0,FWS,TX,,,
2003,2452825.5,186,1500,4.0,Campfire,2452825.5,186,1515,0.3,B,29.6614,-94.1092,4.0,FWS,TX,,,
2003,2452646.5,7,1100,4.0,Campfire,2452646.5,7,1230,1.0,B,28.814,-95.5681,4.0,FWS,TX,,,
2003,2452646.5,7,1315,4.0,Campfire,2452646.5,7,1400,0.1,A,28.814,-95.5681,4.0,FWS,TX,,,
2004,2453055.5,51,1300,4.0,Campfire,2453055.5,51,1800,1.0,B,30.65513,-97.9981,8.0,PRIVATE,TX,,,
2004,2453189.5,185,2200,4.0,Campfire,2453189.5,185,2215,0.1,A,29.66555556,-94.0775,4.0,FWS,TX,,,
2004,2453190.5,186,2145,4.0,Campfire,2453190.5,186,2200,0.1,A,29.6625,-94.08805556,4.0,FWS,TX,,,
2004,2453190.5,186,2200,4.0,Campfire,2453190.5,186,2215,0.1,A,29.66,-94.09611111,4.0,FWS,TX,,,
2004,2453191.5,187,2130,4.0,Campfire,2453191.5,187,2145,0.1,A,29.66277778,-94.08638889,4.0,FWS,TX,,,
2004,2453197.5,193,1730,4.0,Campfire,2453197.5,193,1830,0.1,A,29.64583333,-94.1375,4.0,FWS,TX,,,
2004,2453197.5,193,1600,4.0,Campfire,2453197.5,193,1645,0.1,A,29.66416667,-94.08277778,4.0,FWS,TX,,,
2004,2453204.5,200,1700,4.0,Campfire,2453204.5,200,1800,0.1,A,29.66222222,-94.08805556,4.0,FWS,TX,,,
2004,2453217.5,213,1800,4.0,Campfire,2453217.5,213,1815,0.1,A,29.66416667,-94.08194444,4.0,FWS,TX,,,
2004,2453210.5,206,1800,4.0,Campfire,2453210.5,206,1830,0.1,A,29.63666667,-94.15833333,4.0,FWS,TX,,,
2004,2453254.5,250,1545,4.0,Campfire,2453254.5,250,1615,0.1,A,29.57944444,-94.30638889,4.0,FWS,TX,,,
2004,2453359.5,355,1130,4.0,Campfire,2453359.5,355,1200,0.1,A,29.66555556,-94.07861111,4.0,FWS,TX,,,
2005,2453696.5,326,1500,4.0,Campfire,2453701.5,331,1800,332.6,E,29.60083333,-94.46777778,8.0,PRIVATE,TX,,,
2005,2453546.5,176,1800,4.0,Campfire,2453546.5,176,1815,0.1,A,29.6,-94.41,4.0,FWS,TX,,,
2005,2453734.5,364,1330,4.0,Campfire,2453734.5,364,1700,0.1,A,30.51435,-97.964,8.0,PRIVATE,TX,,,
2005,2453719.5,349,1300,4.0,Campfire,2453719.5,349,1300,0.1,A,30.527,-97.968,4.0,FWS,TX,,,
2005,2453604.5,234,1500,4.0,Campfire,2453605.5,235,1200,350.0,E,29.77277778,-94.09444444,4.0,FWS,TX,,,
2005,2453687.5,317,1715,4.0,Campfire,2453687.5,317,1715,0.1,A,29.56216,-94.35619,4.0,FWS,TX,,,
2005,2453386.5,16,0800,4.0,Campfire,2453386.5,16,0845,0.1,A,29.66333333,-94.08583333,4.0,FWS,TX,,,
2005,2453386.5,16,0845,4.0,Campfire,2453386.5,16,0930,0.1,A,29.6625,-94.08861111,4.0,FWS,TX,,,
2005,2453442.5,72,1515,4.0,Campfire,2453442.5,72,1545,0.1,A,29.66638889,-94.07555556,4.0,FWS,TX,,,
2005,2453546.5,176,1745,4.0,Campfire,2453546.5,176,1800,0.2,A,29.66138889,-94.09138889,4.0,FWS,TX,,,
2005,2453554.5,184,1800,4.0,Campfire,2453554.5,184,1830,0.1,A,29.65305556,-94.11722222,4.0,FWS,TX,,,
2005,2453555.5,185,2015,4.0,Campfire,2453555.5,185,2030,0.1,A,29.65944444,-94.0975,4.0,FWS,TX,,,
2005,2453554.5,184,1515,4.0,Campfire,2453554.5,184,1545,0.1,A,28.78065,-95.62156,4.0,FWS,TX,,,
2005,2453554.5,184,1745,4.0,Campfire,2453554.5,184,1815,0.1,A,28.82006,-95.54972222,4.0,FWS,TX,,,
2005,2453561.5,191,1530,4.0,Campfire,2453561.5,191,1600,0.1,A,28.77865,-95.60769,4.0,FWS,TX,,,
2006,2453835.5,100,1430,4.0,Campfire,2453835.5,100,1515,0.1,A,30.50479,-98.02626,4.0,FWS,TX,,,
2006,2453917.5,182,1800,4.0,Campfire,2453917.5,182,1845,0.1,A,29.66638889,-94.07694444,4.0,FWS,TX,,,
2007,2454348.5,248,1500,4.0,Campfire,2454348.5,248,1530,0.1,A,29.66583333,-94.07722222,4.0,FWS,TX,,,
2007,2454163.5,63,1700,4.0,Campfire,2454163.5,63,1730,0.1,A,29.66638889,-94.075,4.0,FWS,TX,,,
2007,2454282.5,182,1000,4.0,Campfire,2454282.5,182,1015,0.1,A,29.66527778,-94.07805556,4.0,FWS,TX,,,
2007,2454305.5,205,2200,4.0,Campfire,2454305.5,205,2230,0.1,A,29.66777778,-94.07166667,4.0,FWS,TX,,,
2008,2454535.5,70,0900,4.0,Campfire,2454535.5,70,0930,0.1,A,29.66694444,-94.07555556,4.0,FWS,TX,,,
2008,2454516.5,51,0800,4.0,Campfire,,,,0.1,A,29.66194444,-94.09027778,4.0,FWS,TX,,,
2008,2454516.5,51,0830,4.0,Campfire,,,,0.1,A,29.66388889,-94.08361111,4.0,FWS,TX,,,
2009,2454893.5,62,1545,4.0,Campfire,2454893.5,62,1700,0.3,B,30.73658,-98.07003,4.0,FWS,TX,,,
2000,2451790.5,247,,4.0,Campfire,,,,15.0,C,30.63125,-95.71458001,14.0,MISSING/NOT SPECIFIED,TX,Walker,471,Walker
2000,2451607.5,64,,4.0,Campfire,,,,90.0,C,30.17292002,-94.92709002,14.0,MISSING/NOT SPECIFIED,TX,Liberty,291,Liberty
2000,2451558.5,15,,4.0,Campfire,,,,7.0,B,30.45346998,-95.65356002,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
2000,2451548.5,5,,4.0,Campfire,,,,5.0,B,30.85207998,-95.71042,14.0,MISSING/NOT SPECIFIED,TX,Walker,471,Walker
2000,2451546.5,3,,4.0,Campfire,,,,20.0,C,32.47708001,-95.69790999,14.0,MISSING/NOT SPECIFIED,TX,Van Zandt,467,Van Zandt
2000,2451544.5,1,,4.0,Campfire,,,,70.0,C,31.98541998,-95.54375,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2000,2451544.5,1,,4.0,Campfire,,,,3.0,B,31.52707999,-95.71042,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2000,2451775.5,232,,4.0,Campfire,,,,1.0,B,31.30625001,-93.81042,14.0,MISSING/NOT SPECIFIED,TX,Sabine,403,Sabine
2000,2451776.5,233,,4.0,Campfire,,,,3.0,B,32.38542001,-95.23125001,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2000,2451818.5,275,,4.0,Campfire,,,,10.0,C,31.81458002,-94.39374999,14.0,MISSING/NOT SPECIFIED,TX,Shelby,419,Shelby
2000,2451770.5,227,,4.0,Campfire,,,,2.0,B,31.81458002,-94.47708001,14.0,MISSING/NOT SPECIFIED,TX,Nacogdoches,347,Nacogdoches
2000,2451599.5,56,,4.0,Campfire,,,,1.0,B,32.17292001,-94.84374999,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2000,2451613.5,70,,4.0,Campfire,,,,2.0,B,32.04792001,-94.43541998,14.0,MISSING/NOT SPECIFIED,TX,Panola,365,Panola
2000,2451545.5,2,,4.0,Campfire,,,,16.0,C,32.92292,-94.55625001,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2000,2451580.5,37,,4.0,Campfire,,,,2.0,B,32.55208,-94.29791001,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2000,2451817.5,274,,4.0,Campfire,,,,5.0,B,32.93958002,-94.58958001,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2000,2451741.5,198,,4.0,Campfire,,,,65.0,C,30.31041998,-94.07707998,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2000,2451602.5,59,,4.0,Campfire,,,,1.0,B,30.31457999,-94.41875,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2000,2451769.5,226,,4.0,Campfire,,,,1.0,B,31.03542,-94.97292002,14.0,MISSING/NOT SPECIFIED,TX,Polk,373,Polk
2000,2451557.5,14,,4.0,Campfire,,,,8.0,B,30.76875002,-95.01875002,14.0,MISSING/NOT SPECIFIED,TX,Polk,373,Polk
2000,2451558.5,15,,4.0,Campfire,,,,10.0,C,30.18111001,-96.96028001,14.0,MISSING/NOT SPECIFIED,TX,Lee,287,Lee
2001,2452217.5,308,,4.0,Campfire,,,,3.0,B,31.93124999,-95.86875,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2002,2452357.5,83,,4.0,Campfire,,,,3.0,B,31.13944002,-94.09777998,14.0,MISSING/NOT SPECIFIED,TX,San Augustine,405,San Augustine
2002,2452289.5,15,,4.0,Campfire,,,,3.0,B,32.07292002,-95.35625002,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
2002,2452608.5,334,,4.0,Campfire,,,,10.0,C,32.23972,-95.89777999,14.0,MISSING/NOT SPECIFIED,TX,Henderson,213,Henderson
2002,2452599.5,325,,4.0,Campfire,,,,1.0,B,31.13124998,-94.09791997,14.0,MISSING/NOT SPECIFIED,TX,San Augustine,405,San Augustine
2002,2452519.5,245,,4.0,Campfire,,,,45.0,C,32.88541998,-94.41875,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2002,2452338.5,64,,4.0,Campfire,,,,10.0,C,33.66875002,-95.03958001,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2002,2452287.5,13,,4.0,Campfire,,,,2.0,B,32.42707999,-94.85625,14.0,MISSING/NOT SPECIFIED,TX,Gregg,183,Gregg
2002,2452405.5,131,,4.0,Campfire,,,,3.0,B,30.21639,-93.95666997,14.0,MISSING/NOT SPECIFIED,TX,Orange,361,Orange
2003,2452789.5,150,,4.0,Campfire,,,,15.0,C,31.51888999,-94.93944998,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
2003,2452975.5,336,,4.0,Campfire,,,,7.0,B,33.20639,-94.45194,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2003,2452979.5,340,,4.0,Campfire,,,,12.0,C,32.90777999,-94.49360999,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2003,2452936.5,297,,4.0,Campfire,,,,8.0,B,32.85916999,-94.74471999,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2003,2452938.5,299,,4.0,Campfire,,,,3.0,B,33.03582997,-94.72971997,14.0,MISSING/NOT SPECIFIED,TX,Morris,343,Morris
2003,2452943.5,304,,4.0,Campfire,,,,3.0,B,32.74361001,-94.63111,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2003,2452994.5,355,,4.0,Campfire,,,,45.0,C,33.31638999,-95.45722001,14.0,MISSING/NOT SPECIFIED,TX,Hopkins,223,Hopkins
2003,2452741.5,102,,4.0,Campfire,,,,8.0,B,32.90222,-94.65611001,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2003,2452728.5,89,,4.0,Campfire,,,,1.0,B,32.54777999,-94.12695001,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2003,2452649.5,10,,4.0,Campfire,,,,35.0,C,33.77694,-95.08945,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2003,2452741.5,102,,4.0,Campfire,,,,20.0,C,31.03055997,-97.62527002,14.0,MISSING/NOT SPECIFIED,TX,Bell,027,Bell
2003,2452787.5,148,,4.0,Campfire,,,,70.0,C,30.17583,-97.41695,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2004,2453230.5,226,,4.0,Campfire,,,,3.0,B,30.70333,-95.17527997,14.0,MISSING/NOT SPECIFIED,TX,San Jacinto,407,San Jacinto
2004,2453260.5,256,,4.0,Campfire,,,,12.0,C,31.81054999,-94.72693998,14.0,MISSING/NOT SPECIFIED,TX,Shelby,419,Shelby
2004,2453113.5,109,,4.0,Campfire,,,,3.0,B,32.23554998,-95.11444,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2004,2453085.5,81,,4.0,Campfire,,,,10.0,C,29.42277999,-95.22694,14.0,MISSING/NOT SPECIFIED,TX,Henderson,213,Henderson
2004,2453099.5,95,,4.0,Campfire,,,,10.0,C,32.81054999,-95.01110999,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2004,2453257.5,253,,4.0,Campfire,,,,20.0,C,32.96667002,-95.65749998,14.0,MISSING/NOT SPECIFIED,TX,Hopkins,223,Hopkins
2004,2453309.5,305,,4.0,Campfire,,,,75.0,C,30.22694001,-94.58110998,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
1992,2448909.5,288,,4.0,Campfire,,,,20.0,C,30.02379,-95.57331,14.0,MISSING/NOT SPECIFIED,TX,Harris,201,Harris
1992,2448827.5,206,,4.0,Campfire,,,,65.0,C,32.10625,-95.87292,14.0,MISSING/NOT SPECIFIED,TX,Henderson,213,Henderson
1992,2448693.5,72,,4.0,Campfire,,,,75.0,C,31.84792,-94.66042,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
1992,2448897.5,276,,4.0,Campfire,,,,10.0,C,31.73958,-95.18958,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
1992,2448864.5,243,,4.0,Campfire,,,,1.0,B,31.66458,-94.66458,14.0,MISSING/NOT SPECIFIED,TX,Nacogdoches,347,Nacogdoches
1992,2448908.5,287,,4.0,Campfire,,,,15.0,C,31.41875,-94.43958,14.0,MISSING/NOT SPECIFIED,TX,Nacogdoches,347,Nacogdoches
1992,2448964.5,343,,4.0,Campfire,,,,35.0,C,31.18125,-94.15625,14.0,MISSING/NOT SPECIFIED,TX,San Augustine,405,San Augustine
1992,2448968.5,347,,4.0,Campfire,,,,12.0,C,31.83125,-95.68125,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
1992,2448902.5,281,,4.0,Campfire,,,,1.0,B,31.49792,-94.67291,14.0,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina
1992,2448903.5,282,,4.0,Campfire,,,,1.0,B,30.17708,-94.57709,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
1992,2448943.5,322,,4.0,Campfire,,,,10.0,C,30.70625,-95.00208,14.0,MISSING/NOT SPECIFIED,TX,Polk,373,Polk
1993,2449214.5,227,,4.0,Campfire,,,,5.0,B,30.55208,-94.96875,14.0,MISSING/NOT SPECIFIED,TX,San Jacinto,407,San Jacinto
1993,2449248.5,261,,4.0,Campfire,,,,107.0,D,30.74792,-96.08958,14.0,MISSING/NOT SPECIFIED,TX,Grimes,185,Grimes
1993,2449270.5,283,,4.0,Campfire,,,,2.0,B,30.36914,-95.48761,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
1993,2449284.5,297,,4.0,Campfire,,,,1.0,B,31.23958,-94.99792,14.0,MISSING/NOT SPECIFIED,TX,Trinity,455,Trinity
1993,2449172.5,185,,4.0,Campfire,,,,5.0,B,32.21458,-94.85208,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
1993,2449054.5,67,,4.0,Campfire,,,,7.0,B,31.64375,-93.83542,14.0,MISSING/NOT SPECIFIED,TX,Shelby,419,Shelby
1993,2449264.5,277,,4.0,Campfire,,,,4.0,B,31.42708,-93.83125,14.0,MISSING/NOT SPECIFIED,TX,Sabine,403,Sabine
1993,2449087.5,100,,4.0,Campfire,,,,10.0,C,33.01875,-94.18542,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
1993,2449030.5,43,,4.0,Campfire,,,,2.0,B,31.06875,-93.54791,14.0,MISSING/NOT SPECIFIED,TX,Newton,351,Newton
1993,2449219.5,232,,4.0,Campfire,,,,5.0,B,30.93958,-94.04375,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
1993,2449267.5,280,,4.0,Campfire,,,,15.0,C,30.21458,-94.19791,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
