Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2019/2020,2020-03-07 14:30:00,D1,Germany,Bundesliga 1,,Wolfsburg,RB Leipzig,0,0,D,0,0,D,3.99,3.71,1.96,3.8,3.8,1.9,,,,3.9,3.75,1.9
2019/2020,2020-03-07 12:00:00,D2,Germany,Bundesliga 2,,Darmstadt,Bochum,0,0,D,0,0,D,2.31,3.17,3.43,2.15,3.3,3.4,,,,2.35,3.2,3.1
2019/2020,2020-03-07 03:00:00,MEX,Mexico,Liga MX,,Puebla,U.A.N.L.- Tigres,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-03-04 19:45:00,SC0,Scotland,Premier League,E Anderson,St Mirren,St Johnstone,0,0,D,0,0,D,2.74,3.02,2.96,2.62,3.1,2.8,,,,2.65,2.95,2.8
2019/2020,2020-03-04 19:45:00,SC1,Scotland,Division 1,J McKendrick,Arbroath,Dunfermline,0,0,D,0,0,D,2.95,3.55,2.38,2.87,3.3,2.4,,,,2.7,3.1,2.4
2019/2020,2020-03-03 19:45:00,SC1,Scotland,Division 1,M Roncone,Dundee,Alloa,0,0,D,0,0,D,1.4,4.84,8.15,1.4,4.5,7.5,,,,1.4,4.33,6.0
2019/2020,2020-03-03 19:45:00,SC1,Scotland,Division 1,D Lowe,Partick,Queen of Sth,0,0,D,0,0,D,1.89,4.0,3.84,1.85,3.8,3.8,,,,1.85,3.5,3.5
2019/2020,2020-03-03 19:45:00,SC3,Scotland,Division 3,S Luke,Stirling,Stenhousemuir,0,0,D,0,0,D,1.9,3.93,3.81,1.9,3.6,3.75,,,,1.95,3.5,3.25
2019/2020,2020-03-03 19:45:00,SC1,Scotland,Division 1,D Munro,Ayr,Dundee United,0,0,D,0,0,D,3.14,3.32,2.38,3.1,3.3,2.3,,,,3.0,3.2,2.15
2019/2020,2020-03-01 15:00:00,SP2,Spain,La Liga Segunda Division,,La Coruna,Lugo,0,0,D,0,0,D,1.65,3.58,6.42,1.66,3.5,5.5,,,,1.65,3.5,6.0
2019/2020,2020-03-01 11:00:00,RUS,Russia,Premier League,,Tambov,Rubin Kazan,0,0,D,-1,-1,,,,,,,,,,,,,
2020,2020-02-29 23:00:00,USA,USA,MLS,,Orlando City,Real Salt Lake,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-29 20:00:00,SP1,Spain,La Liga Primera Division,,Granada,Celta,0,0,D,0,0,D,2.86,3.11,2.76,2.8,3.0,2.75,,,,2.7,3.1,2.8
2019/2020,2020-02-29 18:45:00,N1,Netherlands,Eredivisie,,VVV Venlo,For Sittard,0,0,D,0,0,D,1.95,3.78,3.83,1.85,3.75,4.0,,,,1.91,3.75,3.8
2019/2020,2020-02-29 18:00:00,P1,Portugal,Liga I,,Rio Ave,Belenenses,0,0,D,0,0,D,1.45,4.5,7.52,1.44,4.2,7.5,,,,1.44,4.4,6.75
2019/2020,2020-02-29 17:30:00,N1,Netherlands,Eredivisie,,Den Haag,Heracles,0,0,D,0,0,D,3.01,3.67,2.3,3.0,3.5,2.25,,,,2.85,3.6,2.35
2019/2020,2020-02-29 16:00:00,RUS,Russia,Premier League,,Zenit,Lokomotiv Moscow,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-29 15:30:00,ROU,Romania,Liga 1,,Viitorul Constanta,FC Voluntari,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-29 15:00:00,E2,England,League 1,J Smith,Bolton,Accrington,0,0,D,0,0,D,3.65,3.36,2.13,3.4,3.4,2.15,,,,3.7,3.5,1.95
2019/2020,2020-02-29 15:00:00,E0,England,Premier League,A Madley,Newcastle,Burnley,0,0,D,0,0,D,2.7,3.14,2.92,2.62,3.1,2.9,,,,2.55,3.1,3.0
2019/2020,2020-02-29 14:00:00,I2,Italy,Serie B,,Cittadella,Cremonese,0,0,D,0,0,D,2.06,3.27,4.03,1.9,3.4,4.0,,,,2.0,3.2,4.1
2019/2020,2020-02-29 11:00:00,T1,Turkey,Futbol Ligi 1,,Konyaspor,Kasimpasa,0,0,D,0,0,D,1.96,3.67,3.94,2.0,3.5,3.6,,,,1.95,3.5,3.7
2019/2020,2020-02-28 20:30:00,P1,Portugal,Liga I,,Portimonense,Setubal,0,0,D,0,0,D,1.8,3.57,4.9,1.8,3.3,4.75,,,,1.8,3.4,4.5
2019/2020,2020-02-28 19:00:00,F2,France,Division 2,,Valenciennes,Ajaccio,0,0,D,0,0,D,3.34,2.89,2.53,3.2,2.9,2.45,,,,2.95,2.85,2.55
2019/2020,2020-02-28 18:00:00,DNK,Denmark,Superliga,,Aarhus,Hobro,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-26 19:45:00,E1,England,Championship,D Bond,Blackburn,Stoke,0,0,D,0,0,D,2.43,3.17,3.27,2.37,3.2,3.2,,,,2.35,3.1,3.3
2019/2020,2020-02-26 19:45:00,E1,England,Championship,D Webb,Millwall,Birmingham,0,0,D,0,0,D,2.22,3.15,3.78,2.2,3.2,3.5,,,,2.2,3.2,3.5
2019/2020,2020-02-26 19:45:00,SC3,Scotland,Division 3,C Graham,Brechin,Queens Park,0,0,D,0,0,D,4.26,4.06,1.77,4.33,4.0,1.72,,,,3.75,3.7,1.75
2019/2020,2020-02-25 00:45:00,ARG,Argentina,Primera Division,,Union de Santa Fe,Central Cordoba,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-23 15:15:00,G1,Greece,Ethniki Katigoria,,Volos NFC,Larisa,0,0,D,0,0,D,2.66,3.33,2.62,2.75,3.0,2.75,,,,2.75,3.1,2.75
2019/2020,2020-02-23 15:00:00,SWZ,Switzerland,Super League,,Lugano,Sion,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-23 14:30:00,ROU,Romania,Liga 1,,Viitorul Constanta,Academica Clinceni,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-23 13:00:00,DNK,Denmark,Superliga,,Randers FC,Odense,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-22 19:00:00,F1,France,Le Championnat,,Strasbourg,Amiens,0,0,D,0,0,D,1.74,3.7,5.32,1.7,3.5,5.5,,,,1.72,3.5,5.5
2019/2020,2020-02-22 16:00:00,AUT,Greece,Bundesliga,,Mattersburg,Altach,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-22 15:00:00,SC0,Scotland,Premier League,C Steven,Hamilton,Motherwell,0,0,D,0,0,D,3.57,3.58,2.11,3.6,3.3,2.05,,,,3.5,3.4,2.05
2019/2020,2020-02-22 15:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Fuenlabrada,0,0,D,0,0,D,2.0,3.07,4.71,1.9,3.1,4.5,,,,1.91,3.1,4.6
2019/2020,2020-02-22 15:00:00,E2,England,League 1,N Hair,AFC Wimbledon,Blackpool,0,0,D,0,0,D,3.07,3.16,2.51,3.0,3.2,2.45,,,,3.0,3.25,2.35
2019/2020,2020-02-22 15:00:00,SC3,Scotland,Division 3,L Wilson,Edinburgh City,Brechin,0,0,D,0,0,D,1.29,5.74,9.9,1.28,5.5,10.0,,,,1.25,5.0,8.75
2019/2020,2020-02-22 15:00:00,E1,England,Championship,R Jones,Nott'm Forest,QPR,0,0,D,0,0,D,2.16,3.59,3.43,2.1,3.5,3.4,,,,2.1,3.6,3.4
2019/2020,2020-02-22 15:00:00,E3,England,League 2,W Finnie,Plymouth,Cambridge,0,0,D,0,0,D,1.79,3.68,4.79,1.75,3.6,5.0,,,,1.8,3.5,4.4
2019/2020,2020-02-22 15:00:00,E2,England,League 1,T Nield,Lincoln,Gillingham,0,0,D,0,0,D,2.82,3.22,2.67,2.7,3.25,2.62,,,,2.6,3.1,2.75
2019/2020,2020-02-21 17:30:00,D2,Germany,Bundesliga 2,,Osnabruck,Erzgebirge Aue,0,0,D,0,0,D,2.1,3.34,3.93,2.0,3.6,3.6,,,,2.1,3.3,3.5
2019/2020,2020-02-21 17:00:00,POL,Poland,Ekstraklasa,,LKS Lodz,Pogon Szczecin,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-16 19:30:00,SP2,Spain,La Liga Segunda Division,,Tenerife,Vallecano,0,0,D,0,0,D,2.69,3.0,2.99,2.6,3.1,2.87,,,,2.5,3.1,2.95
2019/2020,2020-02-16 17:15:00,SP2,Spain,La Liga Segunda Division,,Ponferradina,Extremadura UD,0,0,D,0,0,D,1.93,3.16,4.91,1.85,3.1,5.0,,,,2.0,3.1,4.25
2019/2020,2020-02-16 17:00:00,D1,Germany,Bundesliga 1,,Mainz,Schalke 04,0,0,D,0,0,D,2.85,3.42,2.56,2.8,3.4,2.5,,,,2.95,3.4,2.4
2019/2020,2020-02-16 15:15:00,G1,Greece,Ethniki Katigoria,,Xanthi,Lamia,0,0,D,0,0,D,2.09,3.1,3.89,2.1,3.1,3.8,,,,2.1,3.1,4.0
2019/2020,2020-02-16 13:00:00,SP1,Spain,La Liga Primera Division,,Leganes,Betis,0,0,D,0,0,D,2.5,3.22,3.1,2.4,3.2,3.1,,,,2.45,3.1,3.1
2019/2020,2020-02-16 11:30:00,POL,Poland,Ekstraklasa,,Jagiellonia,Korona Kielce,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-16 11:30:00,I1,Italy,Serie A,,Udinese,Verona,0,0,D,0,0,D,2.6,3.32,2.87,2.45,3.25,2.87,,,,2.55,3.2,2.9
2019/2020,2020-02-15 19:45:00,N1,Netherlands,Eredivisie,,For Sittard,FC Emmen,0,0,D,0,0,D,2.28,3.88,2.92,2.15,3.75,3.0,,,,2.15,3.8,3.1
2019/2020,2020-02-15 19:00:00,F1,France,Le Championnat,,Nantes,Metz,0,0,D,0,0,D,1.94,3.25,4.79,1.9,3.4,4.2,,,,1.95,3.3,4.33
2019/2020,2020-02-15 16:30:00,POL,Poland,Ekstraklasa,,Pogon Szczecin,Slask Wroclaw,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-15 15:00:00,E3,England,League 2,D Rock,Crawley Town,Carlisle,0,0,D,0,0,D,2.25,3.63,3.12,2.2,3.75,3.0,,,,2.2,3.6,3.0
2019/2020,2020-02-15 14:00:00,POL,Poland,Ekstraklasa,,LKS Lodz,Wisla Plock,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-14 20:00:00,E0,England,Premier League,M Dean,Wolves,Leicester,0,0,D,0,0,D,2.57,3.32,2.93,2.5,3.3,2.87,,,,2.55,3.3,2.9
2019/2020,2020-02-14 19:05:00,SC1,Scotland,Division 1,S McLean,Alloa,Dundee United,0,0,D,0,0,D,7.63,4.98,1.41,7.0,4.75,1.36,,,,6.25,4.75,1.35
2019/2020,2020-02-14 19:00:00,F2,France,Division 2,,Auxerre,Chambly,0,0,D,0,0,D,1.8,3.14,6.02,1.72,3.1,6.0,,,,1.85,3.0,4.75
2019/2020,2020-02-14 19:00:00,F2,France,Division 2,,Le Mans,Rodez,0,0,D,0,0,D,2.54,3.04,3.16,2.5,3.0,3.0,,,,2.35,3.0,3.1
2019/2020,2020-02-14 18:00:00,ROU,Romania,Liga 1,,CFR Cluj,Viitorul Constanta,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-14 17:30:00,D2,Germany,Bundesliga 2,,St Pauli,Dresden,0,0,D,0,0,D,1.92,3.54,4.28,1.83,3.6,4.2,,,,1.85,3.5,4.25
2019/2020,2020-02-12 19:30:00,B1,Belgium,Jupiler League,,Standard,Club Brugge,0,0,D,0,0,D,3.17,3.62,2.23,3.1,3.3,2.3,,,,3.0,3.6,2.3
2019/2020,2020-02-11 19:45:00,E2,England,League 1,N Hair,Tranmere,Bristol Rvs,0,0,D,0,0,D,2.6,3.15,2.97,2.45,3.3,2.9,,,,2.3,3.3,3.0
2019/2020,2020-02-11 19:45:00,E1,England,Championship,A Woolmer,Swansea,QPR,0,0,D,0,0,D,2.04,3.61,3.77,1.95,3.6,3.8,,,,2.0,3.5,3.8
2019/2020,2020-02-11 19:45:00,E3,England,League 2,B Huxtable,Newport County,Walsall,0,0,D,0,0,D,2.14,3.11,3.98,2.1,3.1,3.9,,,,2.15,3.1,3.6
2019/2020,2020-02-11 19:45:00,E2,England,League 1,C Hicks,AFC Wimbledon,Ipswich,0,0,D,0,0,D,3.5,3.4,2.17,3.5,3.5,2.1,,,,3.3,3.4,2.1
2019/2020,2020-02-10 19:45:00,F2,France,Division 2,,Lens,Grenoble,0,0,D,0,0,D,,,,1.66,3.5,5.5,,,,1.67,3.4,5.25
2019/2020,2020-02-10 18:00:00,ROU,Romania,Liga 1,,FC Steaua Bucuresti,Academica Clinceni,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-09 17:00:00,D1,Germany,Bundesliga 1,,Bayern Munich,RB Leipzig,0,0,D,0,0,D,1.45,5.21,6.47,1.4,5.5,6.5,,,,1.42,5.25,6.5
2019/2020,2020-02-09 15:00:00,P1,Portugal,Liga I,,Tondela,Maritimo,0,0,D,0,0,D,2.39,3.05,3.4,2.25,3.1,3.4,,,,2.25,3.0,3.4
2019/2020,2020-02-08 22:40:00,ARG,Argentina,Primera Division,,Newells Old Boys,Estudiantes L.P.,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-08 20:35:00,ARG,Argentina,Primera Division,,Defensa y Justicia,Colon Santa FE,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-08 20:00:00,SP2,Spain,La Liga Segunda Division,,Zaragoza,Fuenlabrada,0,0,D,0,0,D,1.78,3.28,5.81,1.72,3.25,5.75,,,,1.75,3.25,5.5
2019/2020,2020-02-08 19:45:00,N1,Netherlands,Eredivisie,,Waalwijk,Zwolle,0,0,D,0,0,D,2.64,3.71,2.56,2.75,3.5,2.4,,,,2.65,3.6,2.55
2019/2020,2020-02-08 19:00:00,F1,France,Le Championnat,,Rennes,Brest,0,0,D,0,0,D,1.53,4.4,6.4,1.53,4.0,6.5,,,,1.57,4.25,5.75
2019/2020,2020-02-08 18:00:00,ROU,Romania,Liga 1,,Gaz Metan Medias,CFR Cluj,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-08 18:00:00,G1,Greece,Ethniki Katigoria,,Lamia,Larisa,0,0,D,0,0,D,2.34,3.09,3.25,2.45,3.1,3.0,,,,2.55,3.1,3.0
2019/2020,2020-02-08 17:30:00,G1,Greece,Ethniki Katigoria,,Panionios,Xanthi,0,0,D,0,0,D,2.2,3.17,3.48,2.1,3.25,3.5,,,,2.15,3.3,3.6
2019/2020,2020-02-08 15:00:00,E2,England,League 1,A Young,Burton,Gillingham,0,0,D,0,0,D,2.36,3.26,3.22,2.25,3.3,3.25,,,,2.2,3.25,3.3
2019/2020,2020-02-08 15:00:00,SC2,Scotland,Division 2,L Wilson,Dumbarton,Airdrie Utd,0,0,D,0,0,D,3.46,3.89,2.01,3.6,3.5,2.0,,,,3.2,3.5,1.95
2019/2020,2020-02-08 15:00:00,E3,England,League 2,L Doughty,Salford,Crawley Town,0,0,D,0,0,D,2.11,3.66,3.41,2.0,3.75,3.6,,,,2.05,3.4,3.5
2019/2020,2020-02-08 14:00:00,POL,Poland,Ekstraklasa,,Korona Kielce,Gornik Z.,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-08 11:00:00,T1,Turkey,Futbol Ligi 1,,Konyaspor,Denizlispor,0,0,D,0,0,D,1.98,3.33,4.31,1.83,3.4,4.5,,,,1.9,3.25,4.2
2019/2020,2020-02-08 00:10:00,ARG,Argentina,Primera Division,,Argentinos Jrs,Lanus,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-02-05 19:45:00,I1,Italy,Serie A,,Lazio,Verona,0,0,D,0,0,D,1.39,4.94,8.87,1.36,5.25,8.0,,,,1.36,5.0,9.0
2019/2020,2020-02-05 18:00:00,F1,France,Le Championnat,,Lyon,Amiens,0,0,D,0,0,D,1.32,5.33,10.91,1.33,5.25,9.0,,,,1.35,5.0,9.25
2019/2020,2020-02-04 20:05:00,F2,France,Division 2,,Valenciennes,Guingamp,0,0,D,0,0,D,2.93,2.97,2.76,2.8,3.0,2.62,,,,2.7,2.95,2.7
2019/2020,2020-02-04 20:05:00,F2,France,Division 2,,Auxerre,Clermont,0,0,D,0,0,D,2.88,2.91,2.87,2.7,2.9,2.87,,,,2.65,2.8,2.9
2019/2020,2020-02-02 20:00:00,F1,France,Le Championnat,,Bordeaux,Marseille,0,0,D,0,0,D,3.38,3.25,2.33,3.5,3.2,2.2,,,,3.4,3.25,2.25
2019/2020,2020-02-02 17:15:00,SP2,Spain,La Liga Segunda Division,,Mirandes,Vallecano,0,0,D,0,0,D,2.69,3.04,2.95,2.5,3.0,3.0,,,,2.65,2.95,2.95
2019/2020,2020-02-02 14:00:00,E0,England,Premier League,C Kavanagh,Burnley,Arsenal,0,0,D,0,0,D,3.82,3.62,2.04,3.6,3.6,2.0,,,,3.8,3.4,2.05
2019/2020,2020-02-02 12:30:00,D2,Germany,Bundesliga 2,,Heidenheim,Dresden,0,0,D,0,0,D,1.8,3.51,5.01,1.7,3.8,4.5,,,,1.75,3.6,4.75
2019/2020,2020-02-01 19:00:00,F1,France,Le Championnat,,Amiens,Toulouse,0,0,D,0,0,D,2.05,3.35,4.05,2.05,3.3,3.8,,,,2.05,3.3,3.9
2019/2020,2020-02-01 17:30:00,E0,England,Premier League,P Tierney,Man United,Wolves,0,0,D,0,0,D,2.24,3.3,3.55,2.25,3.25,3.4,,,,2.2,3.1,3.6
2019/2020,2020-02-01 17:30:00,N1,Netherlands,Eredivisie,,Den Haag,Vitesse,0,0,D,0,0,D,3.71,4.04,1.92,3.8,3.8,1.83,,,,3.7,3.8,1.95
2019/2020,2020-02-01 15:15:00,G1,Greece,Ethniki Katigoria,,OFI Crete,Larisa,0,0,D,0,0,D,1.83,3.22,4.98,1.9,3.3,4.2,,,,1.91,3.3,4.4
2019/2020,2020-02-01 15:00:00,E0,England,Premier League,M Atkinson,Newcastle,Norwich,0,0,D,0,0,D,2.27,3.45,3.33,2.2,3.4,3.3,,,,2.25,3.4,3.2
2019/2020,2020-02-01 15:00:00,E1,England,Championship,D Coote,Sheffield Weds,Millwall,0,0,D,0,0,D,2.24,3.06,3.83,2.2,3.1,3.6,,,,2.2,3.1,3.6
2019/2020,2020-02-01 15:00:00,EC,England,Conference,A Kitchen,Wrexham,Dag and Red,0,0,D,0,0,D,2.09,3.4,3.66,2.0,3.3,3.8,,,,2.05,3.2,3.5
2019/2020,2020-02-01 15:00:00,SC0,Scotland,Premier League,A Dallas,Rangers,Aberdeen,0,0,D,0,0,D,1.25,6.32,13.05,1.25,6.0,10.0,,,,1.25,6.0,10.0
2019/2020,2020-02-01 11:00:00,T1,Turkey,Futbol Ligi 1,,Antalyaspor,Konyaspor,0,0,D,0,0,D,2.23,3.25,3.52,2.15,3.2,3.5,,,,2.3,3.2,3.1
2019/2020,2020-01-31 19:30:00,D1,Germany,Bundesliga 1,,Hertha,Schalke 04,0,0,D,0,0,D,2.73,3.4,2.69,2.7,3.4,2.6,,,,2.75,3.3,2.6
2019/2020,2020-01-31 19:00:00,F2,France,Division 2,,Le Havre,Lens,0,0,D,0,0,D,2.79,3.04,2.84,2.62,3.1,2.75,,,,2.6,3.0,2.75
2019/2020,2020-01-31 17:30:00,D2,Germany,Bundesliga 2,,Erzgebirge Aue,Bielefeld,0,0,D,0,0,D,3.83,3.55,2.02,3.75,3.5,1.95,,,,3.8,3.6,1.91
2019/2020,2020-01-29 19:30:00,B1,Belgium,Jupiler League,,Charleroi,Club Brugge,0,0,D,0,0,D,4.12,3.93,1.85,4.2,3.8,1.8,,,,4.2,4.0,1.78
2019/2020,2020-01-28 19:45:00,EC,England,Conference,T Parsons,Solihull,Barrow,0,0,D,0,0,D,3.1,3.45,2.3,2.9,3.4,2.2,,,,2.85,3.25,2.3
2019/2020,2020-01-28 19:45:00,E2,England,League 1,O Yates,Fleetwood Town,Coventry,0,0,D,0,0,D,2.64,3.26,2.83,2.6,3.4,2.87,,,,2.4,3.4,2.8
2019/2020,2020-01-28 19:45:00,EC,England,Conference,A Quelch,Eastleigh,Aldershot,0,0,D,0,0,D,2.06,3.44,3.72,1.9,3.4,3.5,,,,2.0,3.5,3.3
2019/2020,2020-01-27 00:45:00,ARG,Argentina,Primera Division,,Boca Juniors,Independiente,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-01-26 17:30:00,G1,Greece,Ethniki Katigoria,,AEK,Olympiakos,0,0,D,0,0,D,3.57,3.27,2.12,3.25,3.2,2.2,,,,3.5,3.3,2.15
2019/2020,2020-01-26 14:00:00,I1,Italy,Serie A,,Sampdoria,Sassuolo,0,0,D,0,0,D,2.31,3.35,3.31,2.2,3.4,3.3,,,,2.25,3.25,3.4
2019/2020,2020-01-26 13:30:00,N1,Netherlands,Eredivisie,,Willem II,Zwolle,0,0,D,0,0,D,1.64,4.44,4.88,1.61,4.2,4.75,,,,1.62,4.5,4.75
2019/2020,2020-01-26 13:00:00,SP1,Spain,La Liga Primera Division,,Celta,Eibar,0,0,D,0,0,D,2.08,3.4,3.89,2.0,3.4,3.8,,,,2.0,3.4,3.9
2019/2020,2020-01-26 12:30:00,SC0,Scotland,Premier League,D Robertson,St Mirren,Aberdeen,0,0,D,0,0,D,3.51,3.25,2.27,3.4,3.2,2.2,,,,3.3,3.2,2.2
2019/2020,2020-01-26 11:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Leganes,0,0,D,0,0,D,1.44,4.26,9.57,1.44,4.0,9.0,,,,1.45,4.1,8.75
2019/2020,2020-01-25 17:15:00,SP2,Spain,La Liga Segunda Division,,Las Palmas,Tenerife,0,0,D,0,0,D,2.04,3.21,4.22,2.0,3.2,4.0,,,,2.05,3.1,4.0
2019/2020,2020-01-25 17:00:00,I1,Italy,Serie A,,Fiorentina,Genoa,0,0,D,0,0,D,1.75,3.9,4.88,1.72,3.75,5.0,,,,1.75,3.9,4.6
2019/2020,2020-01-25 16:30:00,F1,France,Le Championnat,,Marseille,Angers,0,0,D,0,0,D,1.82,3.8,4.52,1.75,3.75,4.5,,,,1.75,3.9,4.5
2019/2020,2020-01-25 15:00:00,EC,England,Conference,A Dale,Sutton,Solihull,0,0,D,0,0,D,2.54,3.23,2.91,2.5,3.2,2.87,,,,2.4,3.2,2.75
2019/2020,2020-01-25 15:00:00,EC,England,Conference,L Smith,Torquay,Ebbsfleet,0,0,D,0,0,D,1.83,3.73,4.35,1.75,3.8,4.33,,,,1.75,3.7,4.1
2019/2020,2020-01-25 15:00:00,SC0,Scotland,Premier League,C Steven,Motherwell,Hibernian,0,0,D,0,0,D,2.41,3.32,3.14,2.25,3.3,3.2,,,,2.25,3.25,3.1
2019/2020,2020-01-25 15:00:00,E2,England,League 1,C Pollard,Bristol Rvs,Fleetwood Town,0,0,D,0,0,D,3.82,3.57,2.02,4.0,3.6,2.0,,,,3.8,3.5,1.91
2019/2020,2020-01-25 15:00:00,E3,England,League 2,D Handley,Exeter,Colchester,0,0,D,0,0,D,2.21,3.36,3.46,2.15,3.4,3.7,,,,2.05,3.4,3.5
2019/2020,2020-01-25 15:00:00,SC2,Scotland,Division 2,B Cook,Airdrie Utd,Stranraer,0,0,D,0,0,D,1.43,4.89,6.94,1.36,4.5,7.0,,,,1.36,4.4,6.75
2019/2020,2020-01-25 03:10:00,MEX,Mexico,Liga MX,,Club Tijuana,Club America,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-01-24 22:40:00,ARG,Argentina,Primera Division,,Gimnasia L.P.,Velez Sarsfield,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-01-24 19:45:00,E2,England,League 1,J Adcock,Sunderland,Doncaster,0,0,D,0,0,D,1.77,3.68,4.93,1.8,3.75,5.0,,,,1.75,3.6,4.5
2019/2020,2020-01-24 19:00:00,F2,France,Division 2,,Grenoble,Chambly,0,0,D,0,0,D,2.05,2.96,4.72,1.9,3.1,4.5,,,,1.95,2.9,4.5
2019/2020,2020-01-24 19:00:00,F2,France,Division 2,,Paris FC,Rodez,0,0,D,0,0,D,2.66,2.81,3.26,2.45,2.75,3.4,,,,2.55,2.8,3.0
2019/2020,2020-01-22 19:45:00,SC0,Scotland,Premier League,G Duncan,Ross County,Hearts,0,0,D,0,0,D,3.01,3.42,2.45,3.0,3.3,2.3,,,,2.85,3.3,2.4
2019/2020,2020-01-22 19:45:00,E1,England,Championship,S Martin,Charlton,Fulham,0,0,D,0,0,D,4.47,3.89,1.81,4.33,3.7,1.83,,,,4.5,3.7,1.8
2019/2020,2020-01-21 19:45:00,E3,England,League 2,T Kettle,Colchester,Bradford,0,0,D,0,0,D,2.05,3.37,3.94,2.1,3.4,4.0,,,,2.1,3.25,3.5
2019/2020,2020-01-19 15:15:00,G1,Greece,Ethniki Katigoria,,Atromitos,Volos NFC,0,0,D,0,0,D,1.51,4.21,6.21,1.5,3.6,7.5,,,,1.53,4.1,6.75
2019/2020,2020-01-19 15:00:00,P1,Portugal,Liga I,,Pacos Ferreira,Gil Vicente,0,0,D,0,0,D,2.53,3.1,3.12,2.5,3.0,3.0,,,,2.35,3.1,3.1
2019/2020,2020-01-19 01:00:00,MEX,Mexico,Liga MX,,Pachuca,Guadalajara Chivas,0,0,D,-1,-1,,,,,,,,,,,,,
2019/2020,2020-01-18 18:45:00,N1,Netherlands,Eredivisie,,Twente,Groningen,0,0,D,0,0,D,2.72,3.34,2.68,2.5,3.4,2.7,,,,2.7,3.3,2.65
2019/2020,2020-01-18 17:30:00,SP1,Spain,La Liga Primera Division,,Osasuna,Valladolid,0,0,D,0,0,D,1.88,3.48,4.74,1.8,3.4,5.0,,,,1.8,3.4,5.0
2019/2020,2020-01-18 15:00:00,EC,England,Conference,E Swallow,Notts County,Dover Athletic,0,0,D,0,0,D,1.98,3.53,3.91,1.95,3.6,3.6,,,,1.91,3.5,3.5
2019/2020,2020-01-18 15:00:00,E1,England,Championship,O Langford,Huddersfield,Brentford,0,0,D,0,0,D,5.11,3.58,1.79,5.0,3.75,1.72,,,,4.75,3.7,1.75
2019/2020,2020-01-18 15:00:00,EC,England,Conference,A Jackson,Stockport,Sutton,0,0,D,0,0,D,2.09,3.66,3.41,1.9,3.4,4.0,,,,1.95,3.6,3.3
2019/2020,2020-01-18 14:00:00,I2,Italy,Serie B,,Cremonese,Venezia,0,0,D,0,0,D,2.2,2.81,4.37,2.05,3.1,4.0,,,,2.15,2.85,4.1
2019/2020,2020-01-18 12:30:00,E0,England,Premier League,M Oliver,Watford,Tottenham,0,0,D,0,0,D,3.19,3.55,2.3,3.25,3.5,2.2,,,,3.1,3.6,2.2
2019/2020,2020-01-17 20:00:00,SP2,Spain,La Liga Segunda Division,,Fuenlabrada,Malaga,0,0,D,0,0,D,2.42,2.76,3.79,2.2,2.87,4.0,,,,2.3,2.8,3.8
2019/2020,2020-01-14 19:45:00,E3,England,League 2,K Johnson,Stevenage,Oldham,0,0,D,0,0,D,2.53,3.12,3.08,2.55,3.3,3.0,,,,2.3,3.2,3.1
2019/2020,2020-01-14 19:45:00,E2,England,League 1,T Nield,Oxford,Ipswich,0,0,D,0,0,D,2.15,3.25,3.77,2.1,3.5,3.8,,,,2.05,3.3,3.6
2019/2020,2020-01-12 17:30:00,P1,Portugal,Liga I,,Maritimo,Guimaraes,0,0,D,0,0,D,4.37,3.94,1.79,4.75,3.6,1.72,,,,4.2,3.6,1.8
