groupName,groupYear
ah! freak out,1990
def con four,1990
heart of darkness,1990
hai &hearts;,1990
show&#39;m the bass,1990
rap house volume 2,1990
hey yo! hip house dance trax,1990
"wisdom, faith &amp; knowledge",1990
get crazy,1990
melt in your mouth,1990
i like girls,1990
this house,1990
bouh bouh bouh bouh bouh,1990
rap &#39;n&#39; house (rap traxx 4),1990
rap traxx 3,1990
i&#39;ve got you under my skin,1990
nod your head to this,1990
get in the groove,1990
good love,1990
peace,1990
rap terrorist / it&#39;s a rap thing,1990
make it funky,1990
resucker dj,1990
coming out of their shells,1990
no coke (the twelve inch remixes),1990
rap it up,1990
what is sadness?,1990
the brainiac e.p.,1990
hip hop na veia - a resposta,1990
h.o.u.s.e.,1990
she ain&#39;t worth it,1990
bertso-hop,1990
we like it,1990
get up (before the night is over),1990
chillin&#39; on the g spot,1990
do dat dance,1990
the big payback,1990
upfront 1 - 15 upfront floor fillers,1990
jamaica go-go,1990
style wars - style warriors revenge,1990
i&#39;m hip (the hip hoppers),1990
gotta get a grip,1990
dance all nite,1990
funky drummer,1990
go for it! (heart and fire),1990
information to raise a nation,1990
life of a criminal,1990
promise me,1990
notes of a native son,1990
maxi dance sensation 2,1990
dance like david,1990
hip-hop radical,1990
the only rhyme that bites,1990
racism,1990
jasmine guy,1990
the theory of emcees squ&#1076;red,1990
expression,1990
a blitz of  hits (the hits remixed),1990
zig it up,1990
soulbeat 7,1990
45 kingdom,1990
presents the flavor unit,1990
warzone,1990
rap de aqui,1990
mr. hood,1991
dangerous,1991
2pacalypse now,1991
terminator x &amp; the valley of the jeep beets,1991
to whom it may concern...,1991
a wolf in sheep&#39;s clothing,1991
the low end theory,1991
quik is the name,1991
qui s&egrave;me le vent r&eacute;colte le tempo,1991
de la soul is dead,1991
the ruler&#39;s back,1991
nature of a sista,1991
derelicts of dialect,1991
step in the arena,1991
mr. scarface is back,1991
too legit to quit,1991
words from the genius,1991
naughty by nature,1991
motownphilly,1991
death certificate,1991
sports weekend (as nasty as they wanna be part ii),1991
summertime,1991
mistadobalina,1991
mama said knock you out,1991
the city sleeps,1991
welcome to my dream,1991
fruits of nature,1991
thirty footer in your face,1991
authentik,1991
i wish my brother george was here,1991
straight checkn &#39;em,1991
luck of lucien / butter,1991
&hellip;de la plan&egrave;te mars,1991
mind playing tricks on me,1991
boyz n the hood,1991
boom! i got your boyfriend,1991
o.p.p.,1991
breaking atoms,1991
organized konfusion,1991
apocalypse 91... the enemy strikes black,1991
forever my lady,1991
downtown science,1991
pure poverty,1991
the one,1991
o.g. original gangster,1991
face the nation,1991
the rebirth of cool,1991
watch out for the third rail,1991
music for the people,1991
to tha rescue,1991
sweatin&#39; me wet,1991
real deal / lesson 4,1991
the greatest hits,1991
niggaz4life,1991
friendly fa$cism,1991
the creator / mecca &amp; the soul brother,1991
meant to be mint,1991
unknown territory,1991
cool hand l&#333;c,1991
bazerk bazerk bazerk,1991
we can&#39;t be stopped,1991
ya don&#39;t stop,1991
can&#39;t truss it,1991
funke funke wisdom,1991
lovesick,1991
ain&#39;t a damn thang changed,1991
ring ring ring (ha ha hey),1991
soul clap ep,1991
prince of darkness,1991
teenage mutant ninja turtles ii: the secret of the ooze,1991
"of the heart, of the soul and of the cross: the utopian experience",1991
a future without a past...,1991
act like you know,1991
unamerican caravan,1991
penicillin on wax,1991
life of a kid in the ghetto,1991
"in control, volume ii",1991
live hardcore worldwide,1991
bitch betta have my money,1991
extremely live,1991
cypress hill,1991
all souled out,1991
tvo (dj krush remixes),1991
vocally pimpin&#39;,1991
m.c. breed &amp; dfc,1991
bring the noise,1991
road to freedom,1991
south central madness,1991
sons of the p,1991
bass computer,1991
good vibrations,1991
the wickedest sound,1991
let&#39;s talk about sex,1991
ain&#39;t a damn thing changed,1991
bring down the walls no limit squad returns,1991
"deep, deep trouble",1991
hip hop funk dance classics vol. 1,1991
2nd ii none,1991
skanless,1991
cool as ice,1991
rico suave,1991
cool as ice,1991
i love you,1991
satisfaction,1991
homebase,1991
bass-ment cuts,1991
doo doo brown,1991
this is an e.p. release,1991
the horns of jericho,1991
lollapalooza &#39;91,1991
coolin&#39; at the playground ya&#39; know!,1991
killer inside me,1991
a roller skating jam named &quot;saturdays&quot;,1991
kao&#39;s ii wiz*7*dome,1991
i need a haircut,1991
set adrift on memory bliss,1991
new jack city,1991
slow down,1991
jetzt geht&#39;s ab,1991
peaceful journey,1991
the black tie affair,1991
midi maxi &amp; efti,1991
mr. tung twista,1991
play with toys,1991
nitty gritty,1991
note mon nom sur ta liste !,1991
bag-a-trix,1991
svenska ord,1991
get ready to roll,1991
get away clean,1991
soundlab,1991
the grand imperial diamond shell,1991
life &#39;n perspectives of a genuine crossover,1991
by the time i get to arizona,1991
frohes fest,1991
and now the legacy begins,1991
ain&#39;t no doubt about it,1991
demo tape,1991
"television, the drug of the nation",1991
together forever - greatest hits 1983-1991,1991
"blood, sweat &amp; no tears",1991
the urban network: future jams #17,1991
straight outta hell&#39;s kitchen,1991
back to haunt you,1991
hazardous,1991
love is the message,1991
around the way girl,1991
that&#39;s the way love goes,1991
new jack hustler (nino&#39;s theme),1991
now that&#39;s what i call music! 20,1991
live from the styleetron,1991
emotionally yours,1991
civilization vs. technology,1991
the things that u do,1991
hey dj / i can&#39;t dance (to that music you&#39;re playing),1991
reachin&#39; a level of assassination,1991
mr. boops,1991
millie pulled a pistol on santa b/w keepin&#39; the faith,1991
remixes,1991
everything&#39;s gonna be alright,1991
munchies for your bass,1991
miami bass wars ii - battle of the boom,1991
how a black man feels,1991
droppin&#39; funky verses,1991
pay the price,1991
muzical madness,1991
ring my bell,1991
addictive hip hop muzick,1991
black rock coalition - the history of our future,1991
most,1991
brainstorm,1991
still dangerous,1991
young black teenagers,1991
ring ring ring (remix),1991
follow me not,1991
maxi dance sensation 3,1991
cut it up def: miami bass jams,1991
paper doll,1991
thin ice,1991
doin&#39; hard time on planet earth,1991
nu niggaz on tha blokkk,1991
excursion on the version,1991
f-ck compton,1991
il y a des gens,1991
make it happen,1991
what comes naturally,1991
cold slammin&#39;,1991
wbbd-bootcity! the remix album,1991
daddy&#39;s little girl,1991
ben liebrand grandmix 1990,1991
it&#39;s a boy,1991
faces/ back from hell (remix),1991
on a sunday afternoon,1991
ricochet,1991
mike-e and the g-rap crew,1991
sunny day in harlem,1991
born and raised in compton,1991
"terror strikes: always bizness, never personal",1991
i shouldn&#39;t have done it,1991
"live at the horseshoe tavern (toronto, june 15, 1991)",1991
i wanna sex you up,1991
"nasty bitch, chapter 1",1991
check the rhime,1991
same song,1991
hearts of gold: the rap collection,1991
this is 24-7 spyz,1991
stress,1991
bad bad boys,1991
streetwize,1991
the 900 number,1991
brother,1991
"th!nk, it ain&rsquo;t illegal yet",1991
skat strut,1991
people pie,1991
stop! the wild hype,1991
i left my wallet in el segundo (norman cook remix),1991
strictly business,1991
remixes,1991
i wanna rock,1991
just kickin&#39; it,1991
black meaning good,1991
thin ice 2: the second shiver,1991
ill do 4 u,1991
they come in all colors,1991
smoke on the water,1991
blood vibes / jump on it / the ha dance,1991
gure jarrera,1991
famous rap hits,1991
the album with no name,1991
order from chaos,1991
now is tomorrow,1991
mental relapse,1991
triple m,1991
do not pass me by,1991
the adventures of mc skat kat and the stray mob,1991
"red, black and green",1991
coming down like babylon,1991
let me know something?!,1991
when will i see you smile again,1991
who me?,1991
richie rich&#39;s rap academy,1991
groovy,1991
gora herria,1991
karma,1991
ein abend in wien,1991
mo&#39; ritmo,1991
words from the genius,1991
convicts,1991
america has a problem,1991
trenton where we live,1991
shut &#39;em down,1991
t.s.r. (toilet stool rap)/busy doing nuthin&#39;,1991
less mellow,1991
ain&#39;t gonna hurt nobody,1991
fade to black,1991
rappin&#39; 4-tay is back,1991
direct from the backstreet,1991
volume 1,1991
plush bros. jr. album,1991
the source mad flavor vol. 1,1991
don&#39;t curse,1991
the gospel rap,1991
concrete jungle,1991
mr. scarface,1991
addams groove,1991
a watcher&#39;s point of view (don&#39;t cha think),1991
ooh i love you rakeem,1991
running back to you,1991
positive reaction,1991
death blow,1991
you can&#39;t play with my yo-yo,1991
the international zone coaster,1991
6 minutes of pleasure,1991
lifestyles of the rich and infamous,1991
the lover in you,1991
fabrico cuero,1991
daddy&#39;s little girl,1991
2 legit 2 quit,1991
double barrel,1991
...and now the mission continues,1991
so how ya livin&#39;?,1991
tropical snow,1991
pop goes the weasel,1991
the undiluted truth (a blackman&#39;s leviathan),1991
autobiography of a crackhead / the green man,1991
enter the wu-tang clan - protect your neck (prince rakeem),1991
circles,1991
one time&#39;s got no case,1991
she&#39;s my cutie,1991
banana jack,1991
untitled,1991
undercover anarchist,1991
traitres,1991
i know you got power / the calm number,1991
brenda&#39;s got a baby,1991
if my homie calls,1991
great western street,1991
sur la version,1991
era pas de faire,1991
do you want me,1991
hot mix 10,1991
tell me that you wait (the remixes),1991
make way for the motherlode,1991
p.a.s.s.i.o.n.,1991
aggrivated rasta,1991
backyard,1991
i love your smile (remix),1991
3rd bass theme a.k.a. portrait of the artist as a hood,1991
without warning,1991
break,1991
all night thang,1991
within my heart,1991
from pyramids to projects,1991
funkymix 6,1991
stronger than the mafia,1991
funkymix 7,1991
black whip,1991
niggaz in black,1991
jamaican funk: canadian style,1991
taste of the bass,1991
da wizard of odds,1991
supa,1991
3er asalto,1991
this beat is hot,1991
rollin&#39; in my 5.0,1991
keepin&#39; the faith,1991
don&#39;t have the time / carry me,1991
be somebody ep,1991
bouge de l&agrave;,1991
meltin-da-ice / bumpin-n-bumpin,1991
will it make my brown eyes blue?,1991
juvenile delinquintz,1991
mistakes of a woman in love with other men,1991
the choice is yours,1991
duck down,1991
one to grow on,1991
tulevat t&auml;nne sotkemaan meid&auml;n ajopuuteorian,1991
house party 2,1991
menace to the game,1991
thinkin&#39; about your body,1991
this is fascism,1991
unity of oppression,1991
where dey at?,1991
pump it up all the way,1991
what&#39;s your tag say,1991
livin&#39; it up,1991
jazz (we&#39;ve got),1991
the doo-hop legacy,1991
is it good to you,1991
playtime&#39;s over,1991
"now, that&rsquo;s more like it",1991
so deep it&#39;s bottomless,1991
voyceboxing,1991
wanna dance,1991
sex cymbal,1991
funkymix 8,1991
automatic d.j. volume one,1991
automatic d.j. volume two,1991
mind over matter,1991
bag it &amp; bone it,1991
i&#39;m the man,1991
world collection,1991
wear your love like heaven,1991
6 in the mix vol. 2,1991
ya rollin&#39; doo doo,1991
just do it,1991
atrapa el rap,1991
overdose funk,1991
ludi,1991
how kool can one blackman be?,1991
she&#39;s got me going crazy,1991
delivering tha answer,1991
dimples &amp; spice,1991
may 91 - three,1991
favourite breaks,1991
shake it baby,1991
"years of the 9, on the blackhand side",1991
bass hangover,1991
99%orgasm,1991
gotta have you,1991
victime de la mode,1991
the original back to basics,1991
electric slide (shall we dance),1991
v,1991
the best of dance 91,1991
i know how to play &#39;em,1991
the ep,1991
going greta,1991
dead time&#39;s exploding dream,1991
da soul man,1991
soul food,1991
polysonik,1991
three men with the power of ten,1991
expressions from the soul,1991
tonite,1991
the decade of darkness 1990-2000,1991
the tape,1991
return of the bass that ate miami,1991
bass waves volume 3,1991
starleana,1991
jibri wise one,1991
livin&#39; like a troopa / sweatin&#39; me wet,1991
listen to the lyrics,1991
chapter 301: smoke one &amp; smoke two,1991
b.w. jam (rock the house),1991
funky sensation,1991
move your body 2,1991
rampage,1991
beware of the dogs,1991
hangin&#39; with the homeboys,1991
east vs. west,1991
made up my mind,1991
we r here,1991
maxi dance sensation 4,1991
damian dame,1991
tam tam de l&#39;afrique,1991
i gotsta&#39; have it,1991
comin&#39; up,1991
latin alliance,1991
you can&acute;t play with my yo-yo,1991
i got the rhythm,1991
follow 4 now,1991
peace is not the word to play,1991
just hangin out,1991
sunshine dance,1991
cmj presents certain damage! vol 38,1991
be true ii yourself,1991
quit sweatin (got to get off my tip),1991
mack daddy,1991
fortune &amp; fame,1991
treat her right,1991
compton&#39;s righteous,1991
the legend of lady levi,1991
all through the night,1991
looking for a dope beat,1991
can&#39;t get arrested,1991
brothers,1991
tycie and woody,1991
nia peeples,1991
sylk smoov,1991
turn up the bass - rap - volume 1,1991
3 the hard way,1991
derelicts of dialect,1991
playaz n the game,1991
let it be known,1991
pop that coochie,1991
father dom,1991
radio pinti,1991
who stole my last piece of chicken?,1991
feel the rhythm,1991
i don&#39;t want to lose your love,1991
runaway slave,1992
can i borrow a dollar?,1992
don&#39;t sweat the technique,1992
check your head,1992
the chronic,1992
dead serious,1992
the predator,1992
hypocrisy is the greatest luxury,1992
business never personal,1992
3 years 5 months &amp; 2 days in the life of...,1992
mack daddy,1992
guerillas in tha mist,1992
sometimes i rhyme slow,1992
body count,1992
the antidote,1992
tricks of the shade,1992
so what&#39;cha want,1992
f.u. don&#39;t take it personal,1992
uncut dope: geto boys&#39; best,1992
latin lingo,1992
deep cover,1992
live and let die,1992
bizarre ride ii the pharcyde,1992
greatest misses,1992
daily operation,1992
walthamstow,1992
juice,1992
rage against the machine,1992
spice 1,1992
music to driveby,1992
mama&#39;s bad boy,1992
i&#39;m goin&#39; out lika soldier,1992
totally krossed out,1992
cb4,1992
jump,1992
rump shaker,1992
baby got back,1992
sex and violence,1992
white men can&#39;t jump,1992
4 gewinnt,1992
black mafia life,1992
whut? thee album,1992
you gotta believe,1992
straight from the soul,1992
de la remix,1992
house of pain,1992
5150 home 4 tha sick,1992
hard or smooth,1992
osdorp stijl,1992
