tag,groupName
post.punk,the beatnigs
punk,the beatnigs
reggae,the beatnigs
spearhead,the beatnigs
new.york,coming back hard again
1980s,i wanna have some fun
dance,i wanna have some fun
electronic,i wanna have some fun
house,i wanna have some fun
pop,i wanna have some fun
rhythm.and.blues,i wanna have some fun
1970s,old night at studio 54
1980s,old night at studio 54
dance,old night at studio 54
funk,old night at studio 54
philadelphia,let the hustlers play
united.states,let the hustlers play
1960s,the payback mix part one
1970s,the payback mix part one
1980s,the payback mix part one
breaks,the payback mix part one
coldcut,the payback mix part one
cut.up,the payback mix part one
electronic,the payback mix part one
funk,the payback mix part one
samples,the payback mix part one
soul,the payback mix part one
electronic,rok da house
house,rok da house
united.kingdom,rok da house
1980s,it takes two
1980s,dj&#39;s and mc&#39;s / supercuts (yeah boy)
instrumental,dj&#39;s and mc&#39;s / supercuts (yeah boy)
dance,"the beat, the rhyme, the noise"
house,"the beat, the rhyme, the noise"
london,"the beat, the rhyme, the noise"
united.kingdom,"the beat, the rhyme, the noise"
electro,give it all to me
new.york,on the strength
new.york,a salt with a deadly pepa
1980s,don&#39;t believe the hype
1980s,hard as hell - the best of hardcore rap
music.of.life,hard as hell - the best of hardcore rap
reggae,hard as hell - the best of hardcore rap
1980s,"maxi power, volume 1"
disco,"maxi power, volume 1"
house,"maxi power, volume 1"
synth.pop,"maxi power, volume 1"
electronic,friends and countrymen
1980s,paul&#39;s boutique demos
alternative,paul&#39;s boutique demos
rock,paul&#39;s boutique demos
1980s,die hard
score,die hard
1980s,doin&#39; damage
punk,deffest! and baddest!
rock,deffest! and baddest!
1980s,pure righteousness
experimental,let&#39;s play it cool
1980s,filthy
808,filthy
electro,filthy
electro.funk,filthy
electronic,filthy
west.coast,filthy
1980s,born to be wild
new.york,born to be wild
united.states,born to be wild
1980s,jack of spades / i&#39;m still #1
1980s,i got a good thang / urban sound surgeon
new.york,the twist
1980s,the r
1980s,da butt 12&quot; single mixes
go.go,da butt 12&quot; single mixes
rhythm.and.blues,da butt 12&quot; single mixes
1980s,the vigilante
danish,den nye stil
dansk.rap,den nye stil
1980s,my dj (pump it up some)
breaks,my dj (pump it up some)
dance,my dj (pump it up some)
electronic,other 99
leftfield,other 99
electro,street sounds hip hop 20
1980s,soulmate
acid.house,soulmate
1980s,run&#39;s house
1980s,mega-mix
electro,mega-mix
1980s,i can do this
house,i can do this
1980s,shake it (remix)
bass.music,shake it (remix)
1980s,follow the leader
new.york,follow the leader
united.states,follow the leader
dancehall,ragamuffin hip-hop
electronic,ragamuffin hip-hop
ragga,ragamuffin hip-hop
reggae,ragamuffin hip-hop
uk.hip.hop,ragamuffin hip-hop
1980s,bad young brother
1980s,the first priority music family:basement flavor
new.york,the first priority music family:basement flavor
1980s,x-men
breaks,x-men
dance,x-men
electronic,x-men
los.angeles,i&rsquo;m your pusher
united.states,i&rsquo;m your pusher
1990s,don&#39;t be cruel
dance,don&#39;t be cruel
pop,don&#39;t be cruel
electro,rock this planet
electro.funk,rock this planet
1980s,our time has come!
1980s,hot mix 1
dance,hot mix 1
electro,hot mix 1
electronic,hot mix 1
house,hot mix 1
techno,hot mix 1
1980s,the hits of house are here
acid.house,the hits of house are here
cutupdj,the hits of house are here
electronic,the hits of house are here
house,the hits of house are here
1980s,supersonic
electro,supersonic
1980s,"mary, mary (oh mary please!)"
1980s,41fivin
bay.area,41fivin
west.coast,41fivin
alternative.rock,escape from new york
breaks,escape from new york
rhythm.and.blues,killing me softly
1980s,the b-boy sampler
new.jack.swing,today
swingbeat,today
1980s,shake your thang / spinderella&#39;s not a fella
1980s,i need you
1980s,sleeping bag&#39;s greatest mixers iii
dance,sleeping bag&#39;s greatest mixers iii
house,sleeping bag&#39;s greatest mixers iii
1980s,kisses on the wind
alternative,kisses on the wind
dance,kisses on the wind
downtempo,kisses on the wind
electronic,kisses on the wind
house,kisses on the wind
pop,kisses on the wind
rock,kisses on the wind
soul,kisses on the wind
trip.hop,kisses on the wind
1980s,dance &#39;88 volume 1
dance,dance &#39;88 volume 1
pop,dance &#39;88 volume 1
1980s,dance &#39;88 volume 2
dance,dance &#39;88 volume 2
pop,dance &#39;88 volume 2
1980s,jovanotti for president
electronic,jovanotti for president
pop,jovanotti for president
reggae,jovanotti for president
1980s,respect
go.go,respect
1980s,i got it goin&#39; on
1980s,teenage love
1980s,serious slammin&#39;
electronic,serious slammin&#39;
funk,serious slammin&#39;
pop,serious slammin&#39;
rhythm.and.blues,serious slammin&#39;
synth.pop,serious slammin&#39;
1980s,uh oh
southern.rap,uh oh
1980s,mercedes boy
dance,mercedes boy
electronic,mercedes boy
pop,mercedes boy
rhythm.and.blues,mercedes boy
swing,mercedes boy
bass.music,cars with the boom
electro,cars with the boom
electronic,cars with the boom
1980s,plug tunin&#39; / freedom of speak
1980s,girl you know it&#39;s true
dub,girl you know it&#39;s true
electronic,girl you know it&#39;s true
pop,girl you know it&#39;s true
synth.pop,girl you know it&#39;s true
1980s,if it isn&#39;t love
funk..soul,if it isn&#39;t love
rnbswing,if it isn&#39;t love
1980s,now rap&#39;s what i call music!
funk,now rap&#39;s what i call music!
acid.house,out to lunch with ahead of our time
electronic,out to lunch with ahead of our time
house,out to lunch with ahead of our time
dj,hip hop and house beats - jingles specially for d.j&#39;s vol. 9
house,hip hop and house beats - jingles specially for d.j&#39;s vol. 9
1980s,street sounds hip hop 20
electro,street sounds hip hop 20
1980s,street sounds hip hop 21
electro,street sounds hip hop 21
1980s,street sounds hip hop 22
electro,street sounds hip hop 22
alternative.rock,winter warnerland
electronic,winter warnerland
folk.rock,winter warnerland
latin,winter warnerland
pop,winter warnerland
pop.rock,winter warnerland
rock,winter warnerland
soul,winter warnerland
synth.pop,winter warnerland
1980s,maxi summer hits
acid,maxi summer hits
electronic,maxi summer hits
euro.house,maxi summer hits
house,maxi summer hits
pop,maxi summer hits
synth.pop,maxi summer hits
1990s,mixx it 22
electro,mixx it 22
electronic,mixx it 22
1980s,girl don&#39;t cry
electro,girl don&#39;t cry
freestyle,girl don&#39;t cry
synth.pop,girl don&#39;t cry
electronic,i&#39;m your playmate
funk,i&#39;m your playmate
house,i&#39;m your playmate
soul,i&#39;m your playmate
1980s,pump up the volume - best of fourth and broadway volume two
house,pump up the volume - best of fourth and broadway volume two
synth.pop,pump up the volume - best of fourth and broadway volume two
1980s,funkytown iii
acid.house,funkytown iii
disco,funkytown iii
electronic,funkytown iii
house,funkytown iii
1980s,soulbeat 3
acid.house,soulbeat 3
deep.house,soulbeat 3
electronic,soulbeat 3
funk,soulbeat 3
house,soulbeat 3
new.jack.swing,soulbeat 3
soul,soulbeat 3
1980s,soulbeat 4
acid.house,soulbeat 4
electronic,soulbeat 4
garage.house,soulbeat 4
house,soulbeat 4
rhythm.and.blues,soulbeat 4
1980s,nuclear war
experimental,nuclear war
funk,nuclear war
jazz,nuclear war
jazz.funk,nuclear war
rock,nuclear war
1980s,baddest beats around / filthy
electro,baddest beats around / filthy
electronic,baddest beats around / filthy
1980s,shake the joint
electro,shake the joint
miami.bass,shake the joint
1980s,around the bay
electro,around the bay
1980s,culture shock
electro,culture shock
1980s,precision - hardcore
electro,precision - hardcore
1980s,the biz never sleeps
1980s,unfinished business
new.york,unfinished business
united.states,unfinished business
electronic,dj magic mike and the royal posse
miami,dj magic mike and the royal posse
miami.bass,dj magic mike and the royal posse
orlando,dj magic mike and the royal posse
1980s,youngest in charge
1980s,no more mr. nice guy
los.angeles,stone cold rhymin&#39;
1980s,paul&#39;s boutique
1980s,it&#39;s a big daddy thing
new.york,it&#39;s a big daddy thing
new.york,walking with a panther
new.york,the cactus album
united.states,the cactus album
1980s,pump up the jam
belgium,pump up the jam
dance,pump up the jam
electronic,pump up the jam
eurodance,pump up the jam
house,pump up the jam
alternative.rap,the magic number/buddy
los.angeles,bust a move
united.states,bust a move
new.york,road to the riches
united.states,road to the riches
1980s,l&#333;c-ed after dark
los.angeles,l&#333;c-ed after dark
united.states,l&#333;c-ed after dark
1980s,say no go
1980s,no one can do it better
1980s,black cat
1990s,black cat
electronic,black cat
house,black cat
pop,black cat
rhythm.and.blues,black cat
1980s,keep on movin&#39;
1990s,keep on movin&#39;
dance,keep on movin&#39;
house,keep on movin&#39;
united.kingdom,keep on movin&#39;
dance,raw like sushi
rhythm.and.blues,raw like sushi
bass,as nasty as they wanna be
breaks,as nasty as they wanna be
dance,as nasty as they wanna be
electro,as nasty as they wanna be
electronic,as nasty as they wanna be
gangsta,as nasty as they wanna be
miami,as nasty as they wanna be
1980s,the iceberg:  freedom of speech... just watch what you say
gangsta,the iceberg:  freedom of speech... just watch what you say
los.angeles,the iceberg:  freedom of speech... just watch what you say
1980s,word power
1980s,2-4-the bass
rock,mental floss for the globe
1980s,me and joe
1980s,smooth operator
new.york,smooth operator
united.states,smooth operator
1980s,doowutchyalike
1980s,on and on
new.york,on and on
conscious,positivity
golden.age,positivity
1990s,fight the power
conscious,fight the power
new.york,fight the power
united.states,fight the power
electronic,brother arab
italian,la mia moto
italy,la mia moto
new.york,the gas face
united.states,the gas face
electronic,hell with the lid off
industrial,hell with the lid off
1980s,eyes on this
new.york,ghetto music: the blueprint of hip hop
united.states,ghetto music: the blueprint of hip hop
1980s,demo
1990s,demo
funk,demo
jazz,demo
rhythm.and.blues,all hail the queen
rhythm.and.blues,michel&#39;le
new.york,knowledge is king
united.states,knowledge is king
1980s,nice &amp; smooth
new.york,nice &amp; smooth
united.states,nice &amp; smooth
east.coast,freddie foxxx is here
alternative,truth is out of style
electronic,truth is out of style
1980s,standing in the spotlight
punk,standing in the spotlight
canada,symphony in effect
toronto,symphony in effect
rap.a.lot.records,controversy
instrumental,welcome to the terrordome
new.york,welcome to the terrordome
united.states,welcome to the terrordome
1980s,grip it! on that other level
christian,dc talk
1980s,old and new jams
philadelphia,and in this corner...
1980s,how much can you take
miami,how much can you take
miami.bass,how much can you take
1980s,crazy noise
connecticut,crazy noise
1990s,love will never do (without you)
electronic,love will never do (without you)
house,love will never do (without you)
pop,love will never do (without you)
rhythm.and.blues,love will never do (without you)
swing,love will never do (without you)
1980s,boomin words from hell
acid.rap,boomin words from hell
detroit,boomin words from hell
horrorcore,boomin words from hell
1990s,don&#39;t do it
bay.area,don&#39;t do it
g.funk,don&#39;t do it
west.coast,don&#39;t do it
1980s,just keep rockin&#39;
hip.house,just keep rockin&#39;
1980s,back to life (however do you want me)
funk,back to life (however do you want me)
rhythm.and.blues,back to life (however do you want me)
new.york,give the drummer some
united.states,give the drummer some
london,born this way (let&rsquo;s dance)
united.kingdom,born this way (let&rsquo;s dance)
london,come on &amp; get some
united.kingdom,come on &amp; get some
london,got to keep on
united.kingdom,got to keep on
electronic,move your body
hip.house,move your body
house,move your body
alternative,ho&#263;emo gusle!
emperimental,ho&#263;emo gusle!
funk,ho&#263;emo gusle!
jazz,ho&#263;emo gusle!
pop,ho&#263;emo gusle!
1980s,back to wreck shop
new.york,ghostbusters
united.states,ghostbusters
1990s,ride the rhythm
new.york,ride the rhythm
1980s,tyrees got a brand new house!
acid,tyrees got a brand new house!
acid.house,tyrees got a brand new house!
hip.house,tyrees got a brand new house!
house,tyrees got a brand new house!
seattle,seminar
united.states,seminar
punk,terminal city ricochet
new.york,the kingpin
united.states,the kingpin
1980s,white lines (don&#39;t do it) (ben liebrand freestyle remix)
electronic,white lines (don&#39;t do it) (ben liebrand freestyle remix)
freestyle,white lines (don&#39;t do it) (ben liebrand freestyle remix)
1980s,do what you want / take me away
electronic,do what you want / take me away
garage.house,do what you want / take me away
hip.house,do what you want / take me away
house,do what you want / take me away
new.york,do what you want / take me away
us,do what you want / take me away
1980s,respect
disco,respect
electronic,respect
house,respect
disco,dance classics - the remixes volume 2
electronic,dance classics - the remixes volume 2
funk,dance classics - the remixes volume 2
house,dance classics - the remixes volume 2
soul,dance classics - the remixes volume 2
1980s,the bass that ate miami
bass,the bass that ate miami
breaks,the bass that ate miami
electronic,the bass that ate miami
miami,the bass that ate miami
miami.bass,the bass that ate miami
techno,the bass that ate miami
west.coast,the young son of no one
1980s,am i black enough for you?
ghetto.electro,am i black enough for you?
ghetto.house,am i black enough for you?
